管理都道府県・整備局,管理市区町村,公園名,公園種別,所在地都道府県名,所在地市区町村名,供用開始年,供用済面積（m2）,都市計画決定,備考,lat,lon,type
東京都,板橋区,高島平二丁目第二公園,街区公園,東京都,板橋区,1971,2479.0,未決定,,35.78613,139.66222,small
東京都,板橋区,高島平四丁目公園,街区公園,東京都,板橋区,1971,2479.0,未決定,,35.78688,139.65013,small
東京都,板橋区,高島平五丁目公園,街区公園,東京都,板橋区,1971,2256.0,未決定,,35.78714,139.64589,small
東京都,板橋区,高島平五丁目第二公園,街区公園,東京都,板橋区,1971,2385.0,未決定,,35.78981,139.6451,small
東京都,板橋区,高島平七丁目公園,街区公園,東京都,板橋区,1971,2479.0,未決定,,35.79065,139.65616,small
東京都,板橋区,高島平七丁目第二公園,街区公園,東京都,板橋区,1971,2295.0,未決定,,35.79231,139.655,small
東京都,板橋区,徳丸ケ原公園,近隣公園,東京都,板橋区,1971,19089.0,未決定,,35.79168,139.661,small
東京都,板橋区,高島平九丁目公園,街区公園,東京都,板橋区,1971,2479.0,未決定,,35.78918,139.66501,small
東京都,板橋区,高島平九丁目第二公園,街区公園,東京都,板橋区,1971,2085.0,未決定,,35.79036,139.67142,small
東京都,板橋区,新河岸一丁目公園,街区公園,東京都,板橋区,1979,2086.0,未決定,,35.7941548,139.66475025,small
東京都,板橋区,徳丸橋公園,街区公園,東京都,板橋区,1979,1593.0,未決定,,35.79477536,139.66441492,small
東京都,板橋区,戸田川公園,街区公園,東京都,板橋区,1974,1180.0,未決定,,35.79639325,139.6624674,small
東京都,板橋区,しらさぎ公園,街区公園,東京都,板橋区,1975,2143.0,未決定,,35.79589458,139.66374425,small
東京都,板橋区,新河岸公園,街区公園,東京都,板橋区,1971,2597.0,未決定,,35.79573,139.64998,small
東京都,板橋区,新河岸三丁目公園,近隣公園,東京都,板橋区,1983,27634.0,未決定,,35.79384452,139.65788878,small
東京都,板橋区,赤塚新町公園,近隣公園,東京都,板橋区,1983,9992.0,未決定,,35.77042,139.63771,small
東京都,板橋区,坂下二丁目公園,街区公園,東京都,板橋区,1984,930.0,決定,,35.78257,139.68636,small
東京都,板橋区,竹の子公園,街区公園,東京都,板橋区,1984,2960.0,未決定,,35.7843,139.64757,small
東京都,板橋区,中台二丁目公園,街区公園,東京都,板橋区,1984,2508.0,未決定,,35.76946,139.68193,small
東京都,板橋区,昆虫公園,街区公園,東京都,板橋区,1984,1814.0,未決定,,35.7748,139.65968,small
東京都,板橋区,大原第二公園,街区公園,東京都,板橋区,1985,1412.0,未決定,,35.76801,139.69833,small
東京都,板橋区,水車公園,街区公園,東京都,板橋区,1985,4550.0,未決定,,35.7776,139.65215,small
東京都,板橋区,加賀西公園,街区公園,東京都,板橋区,1986,3000.0,決定,,35.75356,139.71605,small
東京都,板橋区,にりんそう公園,街区公園,東京都,板橋区,1986,1303.0,未決定,,35.76689,139.67529,small
東京都,板橋区,前野町六丁目公園,街区公園,東京都,板橋区,1986,1884.0,未決定,,35.76841,139.68234,small
東京都,板橋区,東坂下広場,街区公園,東京都,板橋区,1986,3179.0,未決定,,35.78706,139.68765,small
東京都,板橋区,氷川つり堀公園,街区公園,東京都,板橋区,1986,1860.0,未決定,,35.75616,139.70673,small
東京都,板橋区,板橋区平和公園,近隣公園,東京都,板橋区,1986,18587.0,未決定,,35.76303,139.68112,small
東京都,板橋区,弥生公園,街区公園,東京都,板橋区,1987,1354.0,未決定,,35.75252,139.69292,small
東京都,板橋区,若木北公園,街区公園,東京都,板橋区,1987,2119.0,未決定,,35.7746,139.67613,small
東京都,板橋区,赤徳公園,街区公園,東京都,板橋区,1987,1187.0,未決定,,35.77039621,139.65178827,small
東京都,板橋区,赤塚六丁目公園,街区公園,東京都,板橋区,1971,1854.0,未決定,,35.77429,139.64529,small
東京都,板橋区,小茂根三丁目いこいの森,街区公園,東京都,板橋区,1988,707.0,未決定,,35.75091,139.68176,small
東京都,板橋区,赤塚四丁目緑地,街区公園,東京都,板橋区,1988,1425.0,未決定,,35.78606,139.64255,small
東京都,板橋区,上谷津公園,街区公園,東京都,板橋区,1988,1035.0,未決定,,35.77743,139.64276,small
東京都,板橋区,中台南坂緑地,街区公園,東京都,板橋区,1988,1528.0,未決定,,35.77113,139.68259,small
東京都,板橋区,溝下公園,街区公園,東京都,板橋区,1989,3147.0,未決定,,35.79084145,139.6407996,small
東京都,板橋区,薬師の泉,街区公園,東京都,板橋区,1989,1781.0,未決定,,35.77825,139.69373,small
東京都,板橋区,板橋東いこいの森,街区公園,東京都,板橋区,1989,1786.0,未決定,,35.751181,139.72242787,small
東京都,板橋区,若木三丁目貝塚公園,街区公園,東京都,板橋区,1990,1289.0,未決定,,35.77413,139.67696,small
東京都,板橋区,成増四丁目緑地,街区公園,東京都,板橋区,1990,2808.0,未決定,,35.78706,139.63585,small
東京都,板橋区,不動の滝公園,街区公園,東京都,板橋区,1990,2090.0,未決定,,35.78259,139.64546,small
東京都,板橋区,赤塚四丁目公園,街区公園,東京都,板橋区,1990,1847.0,未決定,,35.78622,139.64145,small
東京都,板橋区,西台福寿第二公園,街区公園,東京都,板橋区,1991,1111.0,未決定,,35.77782,139.67052,small
東京都,板橋区,向口公園,街区公園,東京都,板橋区,1991,3753.0,未決定,,35.78271,139.65422,small
東京都,板橋区,大門みはらし台公園,街区公園,東京都,板橋区,1991,2941.0,未決定,,35.7836,139.64775,small
東京都,板橋区,西台ふれあい公園,街区公園,東京都,板橋区,1992,465.0,未決定,,35.77877,139.66539,small
東京都,板橋区,赤塚二丁目ふれあい公園,街区公園,東京都,板橋区,1992,655.0,未決定,,35.77298,139.64207,small
東京都,板橋区,赤塚しのがやと公園,街区公園,東京都,板橋区,1992,3608.0,未決定,,35.77714,139.64415,small
東京都,板橋区,東山みなみ公園,街区公園,東京都,板橋区,1993,322.0,未決定,,35.75201211,139.68590215,small
東京都,板橋区,なかいたプチパーク,街区公園,東京都,板橋区,1993,155.0,未決定,,35.75554,139.69901,small
東京都,板橋区,西台三丁目公園,街区公園,東京都,板橋区,1994,1181.0,未決定,,35.77386,139.66953,small
東京都,板橋区,赤塚六丁目ふれあい公園,街区公園,東京都,板橋区,1994,690.0,未決定,,35.77736,139.64459,small
東京都,板橋区,板橋四丁目東公園,街区公園,東京都,板橋区,1994,467.0,未決定,,35.75004,139.71921,small
東京都,板橋区,赤塚五丁目森の広場,街区公園,東京都,板橋区,1994,942.0,未決定,,35.78404,139.6423,small
東京都,板橋区,沖口公園,街区公園,東京都,板橋区,1994,802.0,未決定,,35.78251,139.65233,small
東京都,板橋区,双葉町ひだまり公園,街区公園,東京都,板橋区,1994,774.0,未決定,,35.75763,139.69885,small
東京都,板橋区,赤塚六丁目緑地,街区公園,東京都,板橋区,1994,361.0,未決定,,35.77648,139.64606,small
東京都,板橋区,蓮根二丁目公園,街区公園,東京都,板橋区,1994,2000.0,未決定,,35.78429,139.67416,small
東京都,板橋区,蓮根ねっぱ公園,街区公園,東京都,板橋区,1995,1107.0,未決定,,35.77904,139.67509,small
東京都,板橋区,徳丸高山公園,街区公園,東京都,板橋区,1989,1861.0,未決定,,35.77704,139.66066,small
東京都,板橋区,栗山村記念公園,街区公園,東京都,板橋区,1995,1085.0,未決定,,35.78255,139.65498,small
東京都,板橋区,やよい防災ひろば,街区公園,東京都,板橋区,1995,433.0,未決定,,35.75369,139.69052,small
東京都,板橋区,前野町六丁目いこいの広場,街区公園,東京都,板橋区,1995,410.0,未決定,,35.76573,139.68321,small
東京都,板橋区,向原一丁目いこいの広場,街区公園,東京都,板橋区,1995,307.0,未決定,,35.7417,139.68637,small
東京都,板橋区,中原公園,街区公園,東京都,板橋区,1995,715.0,未決定,,35.77371,139.70151,small
東京都,板橋区,舟渡三丁目こども広場,街区公園,東京都,板橋区,1996,585.0,未決定,,35.7949,139.68521,small
東京都,板橋区,西台中央通り公園,街区公園,東京都,板橋区,1996,677.0,未決定,,35.76958,139.66794,small
東京都,板橋区,大谷口二丁目公園,街区公園,東京都,板橋区,1996,1761.0,未決定,,35.7429,139.68732,small
東京都,板橋区,双葉ふれあい広場,街区公園,東京都,板橋区,1996,328.0,未決定,,35.75682,139.69853,small
東京都,板橋区,溝下東公園,街区公園,東京都,板橋区,1988,1500.0,未決定,,35.79139,139.64204,small
東京都,板橋区,若木一丁目公園,街区公園,東京都,板橋区,1996,960.0,未決定,,35.76871,139.66905,small
東京都,板橋区,富士見街道にぎわい広場,街区公園,東京都,板橋区,1996,526.0,未決定,,35.76310462,139.69507228,small
東京都,板橋区,清水町みどりの公園,街区公園,東京都,板橋区,1997,335.0,未決定,,35.76527,139.70737,small
東京都,板橋区,本蓮沼駅前いずみ公園,街区公園,東京都,板橋区,1997,810.0,未決定,,35.76783,139.70239,small
東京都,板橋区,中板さくら公園,街区公園,東京都,板橋区,1997,217.0,未決定,,35.7568,139.69627,small
東京都,板橋区,板橋二丁目フレンドパーク,街区公園,東京都,板橋区,1997,415.0,未決定,,35.7462,139.71432,small
東京都,板橋区,東前野公園,街区公園,東京都,板橋区,1997,302.0,未決定,,35.77046,139.69653,small
東京都,板橋区,加賀一丁目みどりばし緑地,街区公園,東京都,板橋区,1998,962.0,未決定,,35.75516,139.71617,small
東京都,板橋区,稲荷台おなりばし緑地,街区公園,東京都,板橋区,1998,790.0,未決定,,35.75965,139.71198,small
東京都,板橋区,北前野おもいやり広場,街区公園,東京都,板橋区,1998,666.0,未決定,,35.77353,139.6871,small
東京都,板橋区,蓮根三丁目かぜの広場,街区公園,東京都,板橋区,1998,656.0,未決定,,35.78916,139.67567,small
東京都,板橋区,成増うめの里公園,街区公園,東京都,板橋区,1998,984.0,未決定,,35.7836,139.6315,small
東京都,板橋区,大谷口北町宮ノ下公園,街区公園,東京都,板橋区,1998,296.0,未決定,,35.74926,139.68616,small
東京都,板橋区,徳丸タウンブリッジ緑地,街区公園,東京都,板橋区,1998,264.0,未決定,,35.76915,139.66316,small
東京都,板橋区,舟渡水辺公園,近隣公園,東京都,板橋区,1998,21583.0,決定,,35.79207,139.67325,small
東京都,板橋区,四葉二丁目公園,街区公園,東京都,板橋区,1999,1215.0,未決定,,35.78092,139.65179,small
東京都,板橋区,氷川土合公園,街区公園,東京都,板橋区,1999,336.0,未決定,,35.75307,139.70485,small
東京都,板橋区,けやきの公園,街区公園,東京都,板橋区,2000,1460.0,未決定,,35.76425,139.6925,small
東京都,板橋区,三丁目青空公園,街区公園,東京都,板橋区,2001,905.0,未決定,,35.75004,139.67975,small
東京都,板橋区,紅梅公園,街区公園,東京都,板橋区,2003,3515.0,未決定,,35.78069,139.65495,small
東京都,板橋区,板橋一丁目児童遊園,街区公園,東京都,板橋区,1970,131.0,未決定,,35.7481,139.71684,small
東京都,板橋区,平尾児童遊園,街区公園,東京都,板橋区,1973,556.0,未決定,,35.75211,139.71281,small
東京都,板橋区,板橋三丁目児童遊園,街区公園,東京都,板橋区,1972,639.0,未決定,,35.75375,139.71449,small
東京都,板橋区,大山金井町児童遊園,街区公園,東京都,板橋区,1982,475.0,未決定,,35.74599,139.70773,small
東京都,板橋区,中丸なかよし児童遊園,街区公園,東京都,板橋区,1983,304.0,未決定,,35.74316,139.70268,small
東京都,板橋区,中丸児童遊園,街区公園,東京都,板橋区,1950,989.0,未決定,,35.73844,139.70374,small
東京都,板橋区,仲宿児童遊園,街区公園,東京都,板橋区,1972,160.0,未決定,,35.75649,139.711,small
東京都,板橋区,本陣児童遊園,街区公園,東京都,板橋区,1973,513.0,未決定,,35.7546,139.70946,small
東京都,板橋区,栄町児童遊園,街区公園,東京都,板橋区,1972,119.0,未決定,,35.75616,139.70279,small
東京都,板橋区,山中児童遊園,街区公園,東京都,板橋区,1977,888.0,未決定,,35.75392,139.69904,small
東京都,板橋区,稲荷台児童遊園,街区公園,東京都,板橋区,1951,1163.0,未決定,,35.76155,139.71153,small
東京都,板橋区,稲荷台第二児童遊園,街区公園,東京都,板橋区,1979,557.0,未決定,,35.76252,139.71286,small
東京都,板橋区,中板橋児童遊園,街区公園,東京都,板橋区,1973,383.0,未決定,,35.7565,139.69456,small
東京都,板橋区,三葉児童遊園,街区公園,東京都,板橋区,1950,873.0,未決定,,35.75305,139.69479,small
東京都,板橋区,やよい児童遊園,街区公園,東京都,板橋区,1969,401.0,未決定,,35.7545,139.69499,small
東京都,板橋区,みなみ児童遊園,街区公園,東京都,板橋区,1967,379.0,未決定,,35.74517,139.70004,small
東京都,板橋区,本町児童遊園,街区公園,東京都,板橋区,1969,1688.0,未決定,,35.76027,139.70987,small
東京都,板橋区,双葉町児童遊園,街区公園,東京都,板橋区,1974,537.0,未決定,,35.75779,139.6976,small
東京都,板橋区,氷川児童遊園,街区公園,東京都,板橋区,1975,757.0,未決定,,35.75906,139.70119,small
東京都,板橋区,愛染児童遊園,街区公園,東京都,板橋区,1976,655.0,未決定,,35.75711,139.70395,small
東京都,板橋区,富士見児童遊園,街区公園,東京都,板橋区,1968,641.0,未決定,,35.76128,139.70122,small
東京都,板橋区,富士見西児童遊園,街区公園,東京都,板橋区,1982,712.0,未決定,,35.75908,139.69545,small
東京都,板橋区,大谷口上町児童遊園,街区公園,東京都,板橋区,1980,207.0,未決定,,35.74749,139.69026,small
東京都,板橋区,さくらづつみ児童遊園,街区公園,東京都,板橋区,1974,552.0,未決定,,35.7525,139.69006,small
東京都,板橋区,大谷口児童遊園,街区公園,東京都,板橋区,1964,1653.0,未決定,,35.75061446,139.69094327,small
東京都,板橋区,大谷口二丁目児童遊園,街区公園,東京都,板橋区,1969,1665.0,未決定,,35.74637,139.68633,small
東京都,板橋区,向原児童遊園,街区公園,東京都,板橋区,1964,1048.0,未決定,,35.7424,139.68387,small
東京都,板橋区,常盤台一丁目児童遊園,街区公園,東京都,板橋区,1962,484.0,未決定,,35.76178,139.69173,small
東京都,板橋区,上板富士児童遊園,街区公園,東京都,板橋区,1976,164.0,未決定,,35.76493,139.67111,small
東京都,板橋区,宮本児童遊園,街区公園,東京都,板橋区,1972,703.0,未決定,,35.76476,139.70195,small
東京都,板橋区,蓮沼児童遊園,街区公園,東京都,板橋区,1963,795.0,未決定,,35.76796,139.70631,small
東京都,板橋区,蓮沼第二児童遊園,街区公園,東京都,板橋区,1972,212.0,未決定,,35.76928,139.70335,small
東京都,板橋区,小桜児童遊園,街区公園,東京都,板橋区,1976,444.0,未決定,,35.77901,139.68947,small
東京都,板橋区,むつみ橋児童遊園,街区公園,東京都,板橋区,1970,1511.0,未決定,,35.77907635,139.68219782,small
東京都,板橋区,東坂下一丁目児童遊園,街区公園,東京都,板橋区,1982,377.0,未決定,,35.78099,139.69232,small
東京都,板橋区,中台第二児童遊園,街区公園,東京都,板橋区,1980,330.0,未決定,,35.7685,139.67871,small
東京都,板橋区,中台児童遊園,街区公園,東京都,板橋区,1977,375.0,未決定,,35.77269,139.67847,small
東京都,板橋区,中台えのき児童遊園,街区公園,東京都,板橋区,1979,677.0,未決定,,35.77312224,139.68094951,small
東京都,板橋区,若木第二児童遊園,街区公園,東京都,板橋区,1976,128.0,未決定,,35.76745,139.67262,small
東京都,板橋区,若木児童遊園,街区公園,東京都,板橋区,1976,700.0,未決定,,35.76867,139.67188,small
東京都,板橋区,中の台児童遊園,街区公園,東京都,板橋区,1974,520.0,未決定,,35.77106,139.67416,small
東京都,板橋区,若木二丁目児童遊園,街区公園,東京都,板橋区,1979,142.0,未決定,,35.77095,139.67043,small
東京都,板橋区,若木三丁目児童遊園,街区公園,東京都,板橋区,1977,72.0,未決定,,35.77401,139.67578,small
東京都,板橋区,西台児童遊園,街区公園,東京都,板橋区,1968,254.0,未決定,,35.77589,139.66888,small
東京都,板橋区,若木東第一児童遊園,街区公園,東京都,板橋区,1981,103.0,未決定,,35.76945,139.67178,small
東京都,板橋区,若木東第二児童遊園,街区公園,東京都,板橋区,1981,177.0,未決定,,35.76937,139.67262,small
東京都,板橋区,若木東第三児童遊園,街区公園,東京都,板橋区,1981,108.0,未決定,,35.76933945,139.67274776,small
東京都,板橋区,若木西第一児童遊園,街区公園,東京都,板橋区,1981,350.0,未決定,,35.76917598,139.67038987,small
東京都,板橋区,若木西第二児童遊園,街区公園,東京都,板橋区,1981,59.0,未決定,,35.77019,139.67085,small
東京都,板橋区,若葉児童遊園,街区公園,東京都,板橋区,1972,862.0,未決定,,35.7733,139.67473,small
東京都,板橋区,えのき橋児童遊園,街区公園,東京都,板橋区,1971,1268.0,未決定,,35.78304,139.68588,small
東京都,板橋区,坂下二丁目児童遊園,街区公園,東京都,板橋区,1970,1923.0,未決定,,35.78164,139.683,small
東京都,板橋区,はんの木児童遊園,街区公園,東京都,板橋区,1970,718.0,未決定,,35.78511,139.68529,small
東京都,板橋区,坂下三丁目緑地,街区公園,東京都,板橋区,1981,618.0,未決定,,35.78579,139.68167,small
東京都,板橋区,坂下三丁目児童遊園,街区公園,東京都,板橋区,1977,578.0,未決定,,35.78701,139.68117,small
東京都,板橋区,坂下三丁目第二児童遊園,街区公園,東京都,板橋区,1977,876.0,未決定,,35.78732,139.68358,small
東京都,板橋区,坂下三丁目第三児童遊園,街区公園,東京都,板橋区,1979,862.0,未決定,,35.7871,139.68297,small
東京都,板橋区,蓮根児童遊園,街区公園,東京都,板橋区,1952,1356.0,未決定,,35.78091,139.67639,small
東京都,板橋区,蓮根三丁目第二児童遊園,街区公園,東京都,板橋区,1979,433.0,未決定,,35.78804,139.67906,small
東京都,板橋区,蓮根三丁目第三児童遊園,街区公園,東京都,板橋区,1982,365.0,未決定,,35.78623,139.67592,small
東京都,板橋区,にたば橋児童遊園,街区公園,東京都,板橋区,1974,874.0,未決定,,35.79012,139.67935,small
東京都,板橋区,にたば児童遊園,街区公園,東京都,板橋区,1974,2520.0,未決定,,35.79077212,139.67531688,small
東京都,板橋区,相盛橋児童遊園,街区公園,東京都,板橋区,1969,533.0,未決定,,35.77792,139.67947,small
東京都,板橋区,あいおい児童遊園,街区公園,東京都,板橋区,1975,347.0,未決定,,35.77705,139.67972,small
東京都,板橋区,舟渡三丁目児童遊園,街区公園,東京都,板橋区,1972,696.0,未決定,,35.79271,139.68042,small
東京都,板橋区,前野町一丁目児童遊園,街区公園,東京都,板橋区,1978,305.0,未決定,,35.76366,139.69295,small
東京都,板橋区,前野児童遊園,街区公園,東京都,板橋区,1950,755.0,未決定,,35.76575,139.68817,small
東京都,板橋区,前野第二児童遊園,街区公園,東京都,板橋区,1983,483.0,未決定,,35.76588,139.68727,small
東京都,板橋区,前野町五丁目児童遊園,街区公園,東京都,板橋区,1982,465.0,未決定,,35.76982,139.68526,small
東京都,板橋区,前野台児童遊園,街区公園,東京都,板橋区,1976,828.0,未決定,,35.76935,139.68405,small
東京都,板橋区,前野町六丁目児童遊園,街区公園,東京都,板橋区,1981,369.0,未決定,,35.76399,139.68544,small
東京都,板橋区,東新児童遊園,街区公園,東京都,板橋区,1966,955.0,未決定,,35.7536,139.68184,small
東京都,板橋区,下赤塚児童遊園,街区公園,東京都,板橋区,1968,598.0,未決定,,35.77206,139.64676,small
東京都,板橋区,赤塚二丁目緑地,街区公園,東京都,板橋区,1979,192.0,未決定,,35.7728,139.64056,small
東京都,板橋区,成増一丁目児童遊園,街区公園,東京都,板橋区,1982,503.0,未決定,,35.7734,139.63396,small
東京都,板橋区,成増児童遊園,街区公園,東京都,板橋区,1951,1557.0,未決定,,35.77953432,139.62943763,small
東京都,板橋区,徳丸二丁目児童遊園,街区公園,東京都,板橋区,1980,680.0,未決定,,35.77429,139.66032,small
東京都,板橋区,高島平九丁目児童遊園,街区公園,東京都,板橋区,1974,141.0,未決定,,35.78933,139.6712,small
東京都,板橋区,小茂根一丁目児童遊園,街区公園,東京都,板橋区,1984,452.0,未決定,,35.7457,139.67944,small
東京都,板橋区,前野五丁目西児童遊園,街区公園,東京都,板橋区,1984,380.0,未決定,,35.77046,139.68365,small
東京都,板橋区,成増一丁目北児童遊園,街区公園,東京都,板橋区,1984,601.0,未決定,,35.77826,139.6261,small
東京都,板橋区,三園一丁目緑地,街区公園,東京都,板橋区,1984,343.0,未決定,,35.78919,139.64233,small
東京都,板橋区,成増一丁目第二児童遊園,街区公園,東京都,板橋区,1984,323.0,未決定,,35.77651,139.63083,small
東京都,板橋区,番場児童遊園,街区公園,東京都,板橋区,1985,345.0,未決定,,35.75533,139.70958,small
東京都,板橋区,大山東町児童遊園,街区公園,東京都,板橋区,1985,466.0,未決定,,35.74777,139.70538,small
東京都,板橋区,泉町児童遊園,街区公園,東京都,板橋区,1985,463.0,未決定,,35.76582,139.70055,small
東京都,板橋区,西台二丁目児童遊園,街区公園,東京都,板橋区,1985,687.0,未決定,,35.78006,139.66756,small
東京都,板橋区,成増二丁目児童遊園,街区公園,東京都,板橋区,1985,354.0,未決定,,35.78053,139.62558,small
東京都,板橋区,成増三丁目児童遊園,街区公園,東京都,板橋区,1985,320.0,未決定,,35.77864,139.63615,small
東京都,板橋区,徳丸一丁目児童遊園,街区公園,東京都,板橋区,1986,351.0,未決定,,35.76786,139.66704,small
東京都,板橋区,西前野児童遊園,街区公園,東京都,板橋区,1986,720.0,未決定,,35.76815,139.68405,small
東京都,板橋区,成増一丁目第三児童遊園,街区公園,東京都,板橋区,1986,320.0,未決定,,35.77187,139.63199,small
東京都,板橋区,小茂根三丁目緑地,街区公園,東京都,板橋区,1986,473.0,未決定,,35.75188,139.67862,small
東京都,板橋区,徳丸二丁目第二児童遊園,街区公園,東京都,板橋区,1986,544.0,未決定,,35.77282,139.66043,small
東京都,板橋区,不動通り児童遊園,街区公園,東京都,板橋区,1986,462.0,未決定,,35.75039,139.71465,small
東京都,板橋区,坂下一丁目児童遊園,街区公園,東京都,板橋区,1986,264.0,未決定,,35.77894744,139.6817027,small
東京都,板橋区,舟渡二丁目児童遊園,街区公園,東京都,板橋区,1987,337.0,未決定,,35.79634,139.69029,small
東京都,板橋区,徳丸一丁目西児童遊園,街区公園,東京都,板橋区,1987,880.0,未決定,,35.76863,139.66548,small
東京都,板橋区,西台四丁目児童遊園,街区公園,東京都,板橋区,1988,700.0,未決定,,35.76854,139.66808,small
東京都,板橋区,赤塚四丁目児童遊園,街区公園,東京都,板橋区,1988,638.0,未決定,,35.78599,139.64001,small
東京都,板橋区,赤塚七丁目児童遊園,街区公園,東京都,板橋区,1988,632.0,未決定,,35.77581,139.64827,small
東京都,板橋区,中台一丁目児童遊園,街区公園,東京都,板橋区,1988,120.0,未決定,,35.76706,139.68175,small
東京都,板橋区,大谷口二丁目緑地,街区公園,東京都,板橋区,1988,416.0,未決定,,35.7434,139.68655,small
東京都,板橋区,溝下西児童遊園,街区公園,東京都,板橋区,1988,802.0,未決定,,35.78943,139.63921,small
東京都,板橋区,志村清水坂緑地,街区公園,東京都,板橋区,1989,268.0,未決定,,35.77859,139.69208,small
東京都,板橋区,大門児童遊園,街区公園,東京都,板橋区,1989,703.0,未決定,,35.78315,139.64931,small
東京都,板橋区,梶山児童遊園,街区公園,東京都,板橋区,1989,253.0,未決定,,35.77025,139.64638,small
東京都,板橋区,前野二丁目南児童遊園,街区公園,東京都,板橋区,1989,368.0,未決定,,35.7638,139.69148,small
東京都,板橋区,根ノ上遺跡緑地,街区公園,東京都,板橋区,1989,727.0,未決定,,35.74591,139.68062,small
東京都,板橋区,相生東児童遊園,街区公園,東京都,板橋区,1990,584.0,未決定,,35.77666,139.68202,small
東京都,板橋区,舟渡一丁目児童遊園,街区公園,東京都,板橋区,1990,314.0,未決定,,35.79142,139.68832,small
東京都,板橋区,舟渡一丁目第一児童遊園,街区公園,東京都,板橋区,1990,304.0,未決定,,35.79237,139.69044,small
東京都,板橋区,舟渡一丁目第二児童遊園,街区公園,東京都,板橋区,1990,343.0,未決定,,35.79226414,139.69047823,small
東京都,板橋区,赤塚二丁目児童遊園,街区公園,東京都,板橋区,1990,848.0,未決定,,35.77579,139.63977,small
東京都,板橋区,舟渡二丁目いこいの場,街区公園,東京都,板橋区,1990,304.0,未決定,,35.7939,139.68781,small
東京都,板橋区,親和児童遊園,街区公園,東京都,板橋区,1991,582.0,未決定,,35.77765,139.68428,small
東京都,板橋区,前野二丁目児童遊園,街区公園,東京都,板橋区,1991,334.0,未決定,,35.76753,139.68817,small
東京都,板橋区,小茂根五丁目児童遊園,街区公園,東京都,板橋区,1991,387.0,未決定,,35.74996,139.67682,small
東京都,板橋区,本町にぎわい広場,街区公園,東京都,板橋区,1992,271.0,未決定,,35.75906,139.70792,small
東京都,板橋区,中台二丁目児童遊園,街区公園,東京都,板橋区,1992,730.0,未決定,,35.7739,139.68253,small
東京都,板橋区,赤塚新町三丁目児童遊園,街区公園,東京都,板橋区,1992,398.0,未決定,,35.76945,139.64133,small
東京都,板橋区,北前野児童遊園,街区公園,東京都,板橋区,1993,593.0,未決定,,35.77234,139.68735,small
東京都,板橋区,高島平緑地,都市緑地,東京都,板橋区,1971,82143.0,未決定,,35.78736,139.66557,etc
東京都,板橋区,荒川戸田橋緑地,都市緑地,東京都,板橋区,1975,596881.0,未決定,,35.79875574,139.66168188,etc
東京都,板橋区,大谷口北町緑地,都市緑地,東京都,板橋区,2003,514.0,未決定,,35.74865,139.68697,etc
東京都,練馬区,中新井公園,街区公園,東京都,練馬区,1937,3534.0,決定,,35.73692,139.66133,small
東京都,練馬区,北新井公園,街区公園,東京都,練馬区,1937,3209.0,未決定,,35.73524,139.66846,small
東京都,練馬区,徳殿公園,街区公園,東京都,練馬区,1941,6269.0,未決定,,35.72653,139.65887,small
東京都,練馬区,豊中公園,街区公園,東京都,練馬区,1950,2022.0,未決定,,35.73349,139.65822,small
東京都,練馬区,上練馬公園,街区公園,東京都,練馬区,1950,3407.0,未決定,,35.77316,139.6268,small
東京都,練馬区,中村公園,街区公園,東京都,練馬区,1952,1654.0,未決定,,35.7344,139.64041,small
東京都,練馬区,冨士稲荷公園,街区公園,東京都,練馬区,1953,612.0,未決定,,35.7286,139.65283,small
東京都,練馬区,学田公園,街区公園,東京都,練馬区,1955,10887.0,未決定,,35.72962,139.64923,small
東京都,練馬区,高稲荷公園,近隣公園,東京都,練馬区,1955,12905.0,決定,,35.74878,139.65912,small
東京都,練馬区,豊玉中公園,街区公園,東京都,練馬区,1955,2792.0,未決定,,35.73328,139.65166,small
東京都,練馬区,牧野記念庭園,街区公園,東京都,練馬区,1958,2229.0,未決定,,35.74713,139.58464,small
東京都,練馬区,大泉井頭公園,近隣公園,東京都,練馬区,1965,5688.0,決定,,35.74429143,139.57671563,small
東京都,練馬区,豊玉公園,街区公園,東京都,練馬区,1968,2155.0,未決定,,35.73375,139.65131,small
東京都,練馬区,東大泉公園,街区公園,東京都,練馬区,1968,907.0,決定,,35.75466,139.59125,small
東京都,練馬区,上石神井公園,街区公園,東京都,練馬区,1968,2245.0,未決定,,35.7311,139.58272,small
東京都,練馬区,富士見公園,街区公園,東京都,練馬区,1969,642.0,未決定,,35.7345,139.62294,small
東京都,練馬区,向山公園,街区公園,東京都,練馬区,1970,3557.0,未決定,,35.74387,139.64166,small
東京都,練馬区,田柄中央児童公園,街区公園,東京都,練馬区,1970,2479.0,未決定,,35.76242,139.64136,small
東京都,練馬区,西大泉公園,街区公園,東京都,練馬区,1970,2506.0,未決定,,35.75897,139.57983,small
東京都,練馬区,大泉学園公園,街区公園,東京都,練馬区,1970,2483.0,未決定,,35.77276873,139.59239286,small
東京都,練馬区,北大泉くれはし公園,街区公園,東京都,練馬区,1971,2084.0,未決定,,35.76148,139.5932,small
東京都,練馬区,やくも公園,街区公園,東京都,練馬区,1971,1466.0,決定,,35.74073,139.67804,small
東京都,練馬区,上石神井東公園,街区公園,東京都,練馬区,1972,2037.0,未決定,,35.72797,139.5957,small
東京都,練馬区,貫井公園,街区公園,東京都,練馬区,1972,2150.0,未決定,,35.73959008,139.6309872,small
