管理都道府県・整備局,管理市区町村,公園名,公園種別,所在地都道府県名,所在地市区町村名,供用開始年,供用済面積（m2）,都市計画決定,備考,lat,lon,type
千葉県,市原市,有秋中央公園,街区公園,千葉県,市原市,1969,3978.0,決定,,35.45175693,140.05372272,small
千葉県,市原市,五千坪公園,街区公園,千葉県,市原市,1968,2798.0,決定,,35.54327458,140.11967402,small
千葉県,市原市,五十谷公園,街区公園,千葉県,市原市,1968,2682.0,決定,,35.54716311,140.12287534,small
千葉県,市原市,潤井戸公園,街区公園,千葉県,市原市,1972,551.0,未決定,,35.5110951,140.17666048,small
千葉県,市原市,瀬又第1公園,街区公園,千葉県,市原市,1972,1936.0,未決定,,35.53784456,140.21434015,small
千葉県,市原市,瀬又第2公園,街区公園,千葉県,市原市,1972,1258.0,未決定,,35.53907411,140.21238579,small
千葉県,市原市,青葉台中央公園,街区公園,千葉県,市原市,1973,4876.0,未決定,,35.46984551,140.05650122,small
千葉県,市原市,弁才天公園,街区公園,千葉県,市原市,1973,7719.0,未決定,,35.47349494,140.05939062,small
千葉県,市原市,堰山公園,街区公園,千葉県,市原市,1973,2265.0,未決定,,35.46803338,140.05904586,small
千葉県,市原市,堰頭公園,街区公園,千葉県,市原市,1973,6770.0,未決定,,35.46543814,140.05715955,small
千葉県,市原市,木戸ノ下公園,街区公園,千葉県,市原市,1973,3817.0,未決定,,35.46901495,140.05354615,small
千葉県,市原市,君ガ作公園,街区公園,千葉県,市原市,1973,2762.0,未決定,,35.47241269,140.05522069,small
千葉県,市原市,中須賀公園,街区公園,千葉県,市原市,1973,614.0,未決定,,35.52619776,140.16600292,small
千葉県,市原市,高石山公園,街区公園,千葉県,市原市,1973,5857.0,未決定,,35.44494129,140.04124979,small
千葉県,市原市,君ヶ谷公園,街区公園,千葉県,市原市,1973,2102.0,未決定,,35.51048004,140.18087677,small
千葉県,市原市,西窪公園,街区公園,千葉県,市原市,1973,1281.0,未決定,,35.50908766,140.18330735,small
千葉県,市原市,椎津第2公園,街区公園,千葉県,市原市,1974,5896.0,未決定,,35.47770988,140.03544226,small
千葉県,市原市,瀬又東公園,街区公園,千葉県,市原市,1975,1477.0,未決定,,35.54393274,140.21710094,small
千葉県,市原市,瀬又南公園,街区公園,千葉県,市原市,1975,1433.0,未決定,,35.54285479,140.21573174,small
千葉県,市原市,沢田第1公園,街区公園,千葉県,市原市,1975,4059.0,未決定,,35.54195324,140.20794848,small
千葉県,市原市,沢田第2公園,街区公園,千葉県,市原市,1975,1093.0,未決定,,35.54095908,140.20890066,small
千葉県,市原市,傾城公園,街区公園,千葉県,市原市,1975,731.0,未決定,,35.53895819,140.20630677,small
千葉県,市原市,日暮里公園,街区公園,千葉県,市原市,1975,1837.0,未決定,,35.54441975,140.20939318,small
千葉県,市原市,原前公園,街区公園,千葉県,市原市,1977,1595.0,決定,,35.51590385,140.09880795,small
千葉県,市原市,宮田公園,街区公園,千葉県,市原市,1977,7003.0,決定,,35.51540048,140.0959678,small
千葉県,市原市,鎌田公園,街区公園,千葉県,市原市,1977,1614.0,決定,,35.51294655,140.0979871,small
千葉県,市原市,石塚公園,街区公園,千葉県,市原市,1977,2965.0,決定,,35.54343818,140.13039435,small
千葉県,市原市,笹目公園,街区公園,千葉県,市原市,1977,3057.0,決定,,35.54114784,140.12870339,small
千葉県,市原市,高呂塚公園,街区公園,千葉県,市原市,1977,2796.0,決定,,35.53091685,140.1339076,small
千葉県,市原市,あづま公園,街区公園,千葉県,市原市,1977,2900.0,決定,,35.52848809,140.13774918,small
千葉県,市原市,うさぎ山公園,街区公園,千葉県,市原市,1977,4071.0,決定,,35.52302653,140.13546722,small
千葉県,市原市,富士見公園,街区公園,千葉県,市原市,1977,3253.0,決定,,35.5268018,140.12972125,small
千葉県,市原市,ねむの木公園,街区公園,千葉県,市原市,1977,835.0,決定,,35.52818428,140.1401192,small
千葉県,市原市,辰巳台公園,街区公園,千葉県,市原市,1978,797.0,未決定,,35.52496516,140.14608486,small
千葉県,市原市,川田公園,街区公園,千葉県,市原市,1978,111.0,未決定,,35.50572555,140.07375751,small
千葉県,市原市,中下公園,街区公園,千葉県,市原市,1978,161.0,未決定,,35.47457845,140.05158792,small
千葉県,市原市,稲荷前公園,街区公園,千葉県,市原市,1978,1321.0,決定,,35.53851774,140.12121722,small
千葉県,市原市,椎ノ実公園,街区公園,千葉県,市原市,1978,1505.0,未決定,,35.52532945,140.09100985,small
千葉県,市原市,南原公園,街区公園,千葉県,市原市,1978,1006.0,未決定,,35.44495387,140.11286094,small
千葉県,市原市,光風台中央公園,街区公園,千葉県,市原市,1978,8760.0,未決定,,35.446766,140.11028347,small
千葉県,市原市,南桜谷公園,街区公園,千葉県,市原市,1978,1233.0,未決定,,35.4482887,140.10153318,small
千葉県,市原市,北桜谷公園,街区公園,千葉県,市原市,1978,1215.0,未決定,,35.45030218,140.10355248,small
千葉県,市原市,大堀台公園,街区公園,千葉県,市原市,1978,2805.0,未決定,,35.45143476,140.10516135,small
千葉県,市原市,大間田公園,街区公園,千葉県,市原市,1979,1859.0,決定,,35.52777079,140.11373105,small
千葉県,市原市,辰巳ノ原公園,街区公園,千葉県,市原市,1979,1853.0,決定,,35.52909214,140.14763225,small
千葉県,市原市,喜多公園,街区公園,千葉県,市原市,1979,863.0,未決定,,35.49797448,140.18480044,small
千葉県,市原市,葭山公園,街区公園,千葉県,市原市,1980,1389.0,決定,,35.50885667,140.09263514,small
千葉県,市原市,二反田公園,街区公園,千葉県,市原市,1980,2424.0,決定,,35.51124768,140.09339032,small
千葉県,市原市,八幡つばき公園,街区公園,千葉県,市原市,1980,2329.0,決定,,35.54351368,140.12492747,small
千葉県,市原市,明神公園,街区公園,千葉県,市原市,1980,276.0,未決定,,35.48685279,140.04447579,small
千葉県,市原市,萩ノ台公園,街区公園,千葉県,市原市,1980,289.0,未決定,,35.53766054,140.21278485,small
千葉県,市原市,小松原公園,街区公園,千葉県,市原市,1980,529.0,未決定,,35.50250663,140.18385082,small
千葉県,市原市,割山公園,街区公園,千葉県,市原市,1980,310.0,未決定,,35.49675824,140.18322353,small
千葉県,市原市,四堀合公園,街区公園,千葉県,市原市,1980,1133.0,決定,,35.52396848,140.11249155,small
千葉県,市原市,花輪台公園,街区公園,千葉県,市原市,1980,535.0,未決定,,35.5241108,140.15794576,small
千葉県,市原市,弁天公園,街区公園,千葉県,市原市,1980,299.0,未決定,,35.52953971,140.14953708,small
千葉県,市原市,馬坂公園,街区公園,千葉県,市原市,1981,1883.0,未決定,,35.53952448,140.1498978,small
千葉県,市原市,前畑公園,街区公園,千葉県,市原市,1981,3256.0,未決定,,35.53741032,140.15224544,small
千葉県,市原市,北斗公園,街区公園,千葉県,市原市,1981,3255.0,未決定,,35.53345384,140.14710033,small
千葉県,市原市,みずほ公園,街区公園,千葉県,市原市,1981,336.0,未決定,,35.50119979,140.07528478,small
千葉県,市原市,みどりヶ丘公園,街区公園,千葉県,市原市,1981,1686.0,未決定,,35.46781441,140.04938607,small
千葉県,市原市,みどりヶ丘東公園,街区公園,千葉県,市原市,1981,2523.0,未決定,,35.46699392,140.05277073,small
千葉県,市原市,みどりヶ丘南公園,街区公園,千葉県,市原市,1981,4044.0,未決定,,35.46518462,140.04886572,small
千葉県,市原市,子ノ壱公園,街区公園,千葉県,市原市,1982,929.0,決定,,35.52485808,140.11067745,small
千葉県,市原市,大六天公園,街区公園,千葉県,市原市,1982,2218.0,決定,,35.51261433,140.0923068,small
千葉県,市原市,五井元浜公園,街区公園,千葉県,市原市,1982,372.0,未決定,,35.52541357,140.08853189,small
千葉県,市原市,上野合公園,街区公園,千葉県,市原市,1982,261.0,未決定,,35.4789386,140.04847731,small
千葉県,市原市,居下公園,街区公園,千葉県,市原市,1982,1262.0,決定,,35.52755434,140.1097614,small
千葉県,市原市,下田公園,街区公園,千葉県,市原市,1982,1275.0,未決定,,35.5305947,140.11523813,small
千葉県,市原市,屋布公園,街区公園,千葉県,市原市,1982,1379.0,未決定,,35.52930332,140.11660856,small
千葉県,市原市,みどりヶ丘北公園,街区公園,千葉県,市原市,1982,5856.0,未決定,,35.46936939,140.04846277,small
千葉県,市原市,わんぱく公園,街区公園,千葉県,市原市,1982,2799.0,未決定,,35.44077338,140.0449469,small
千葉県,市原市,ちびっこ公園,街区公園,千葉県,市原市,1982,1720.0,未決定,,35.43972637,140.04773124,small
千葉県,市原市,なかよし公園,街区公園,千葉県,市原市,1982,2770.0,未決定,,35.43989752,140.05240681,small
千葉県,市原市,国分寺台向原公園,街区公園,千葉県,市原市,1982,1766.0,未決定,,35.50966458,140.1155402,small
千葉県,市原市,国分寺台山王公園,街区公園,千葉県,市原市,1982,1914.0,決定,,35.49304879,140.11675074,small
千葉県,市原市,中田公園,街区公園,千葉県,市原市,1982,444.0,未決定,,35.52377248,140.08712086,small
千葉県,市原市,南畑公園,街区公園,千葉県,市原市,1983,7204.0,決定,,35.5262481,140.11205651,small
千葉県,市原市,後山公園,街区公園,千葉県,市原市,1983,3070.0,決定,,35.51837272,140.09900701,small
千葉県,市原市,権現堂公園,街区公園,千葉県,市原市,1983,2254.0,決定,,35.51011681,140.08930811,small
千葉県,市原市,わかば公園,街区公園,千葉県,市原市,1983,637.0,未決定,,35.52389636,140.09242934,small
千葉県,市原市,円馬戸公園,街区公園,千葉県,市原市,1983,157.0,未決定,,35.49339901,140.06042328,small
千葉県,市原市,二才山公園,街区公園,千葉県,市原市,1984,309.0,未決定,,35.46719671,140.03261876,small
千葉県,市原市,市原東第1公園,街区公園,千葉県,市原市,1984,1056.0,未決定,,35.52121125,140.12913205,small
千葉県,市原市,市原東第2公園,街区公園,千葉県,市原市,1984,366.0,未決定,,35.52254902,140.12735545,small
千葉県,市原市,梨ノ木公園,街区公園,千葉県,市原市,1984,2946.0,決定,,35.51473351,140.08994275,small
千葉県,市原市,上中里公園,街区公園,千葉県,市原市,1984,3174.0,決定,,35.51287104,140.08713543,small
千葉県,市原市,川岸公園,街区公園,千葉県,市原市,1984,7411.0,決定,,35.52942796,140.08316421,small
千葉県,市原市,下新場公園,街区公園,千葉県,市原市,1984,520.0,未決定,,35.52720135,140.08943382,small
千葉県,市原市,上八幡公園,街区公園,千葉県,市原市,1984,1049.0,未決定,,35.53568726,140.11353605,small
千葉県,市原市,吹上公園,街区公園,千葉県,市原市,1986,901.0,未決定,,35.52032383,140.08308492,small
千葉県,市原市,辰巳にれの木公園,街区公園,千葉県,市原市,1986,348.0,未決定,,35.51808367,140.14826969,small
千葉県,市原市,国分寺台さつき公園,街区公園,千葉県,市原市,1986,1276.0,決定,,35.48761633,140.12384848,small
千葉県,市原市,堂ノ前公園,街区公園,千葉県,市原市,1986,1332.0,未決定,,35.44563342,140.1073284,small
千葉県,市原市,根崎公園,街区公園,千葉県,市原市,1986,1002.0,未決定,,35.44495387,140.11092373,small
千葉県,市原市,下泉公園,街区公園,千葉県,市原市,1986,1162.0,未決定,,35.44399747,140.11501158,small
千葉県,市原市,寺坂公園,街区公園,千葉県,市原市,1986,3195.0,未決定,,35.44539432,140.10317488,small
千葉県,市原市,米ノ沢公園,街区公園,千葉県,市原市,1986,1790.0,未決定,,35.44811252,140.10501359,small
千葉県,市原市,寺上公園,街区公園,千葉県,市原市,1986,1093.0,未決定,,35.44667791,140.10061383,small
千葉県,市原市,平山公園,街区公園,千葉県,市原市,1986,1306.0,未決定,,35.4449287,140.09946463,small
千葉県,市原市,鐙田公園,街区公園,千葉県,市原市,1986,1764.0,未決定,,35.40637779,140.13826147,small
千葉県,市原市,手綱川公園,街区公園,千葉県,市原市,1986,1283.0,未決定,,35.4044326,140.13563139,small
千葉県,市原市,小勝山公園,街区公園,千葉県,市原市,1986,524.0,未決定,,35.41926943,140.10826417,small
千葉県,市原市,中の台公園,街区公園,千葉県,市原市,1986,1552.0,未決定,,35.41765864,140.10583445,small
千葉県,市原市,新田台公園,街区公園,千葉県,市原市,1986,990.0,未決定,,35.41685325,140.1080015,small
千葉県,市原市,多々良公園,街区公園,千葉県,市原市,1986,4579.0,未決定,,35.41482719,140.10496434,small
千葉県,市原市,皆吉公園,街区公園,千葉県,市原市,1986,1875.0,未決定,,35.39802722,140.13326733,small
千葉県,市原市,宮の公園,街区公園,千葉県,市原市,1986,999.0,未決定,,35.39286768,140.14474285,small
千葉県,市原市,山下公園,街区公園,千葉県,市原市,1986,836.0,未決定,,35.39617733,140.14326531,small
千葉県,市原市,ちづる公園,街区公園,千葉県,市原市,1986,1333.0,未決定,,35.40002811,140.14057292,small
千葉県,市原市,牛久東公園,街区公園,千葉県,市原市,1986,562.0,未決定,,35.40322062,140.14558686,small
千葉県,市原市,根ノ上公園,街区公園,千葉県,市原市,1986,990.0,未決定,,35.46934214,140.03456805,small
千葉県,市原市,はまだ公園,街区公園,千葉県,市原市,1986,179.0,未決定,,35.47055902,140.0317114,small
千葉県,市原市,新林第1公園,街区公園,千葉県,市原市,1986,222.0,未決定,,35.42660037,140.08876248,small
千葉県,市原市,新林第2公園,街区公園,千葉県,市原市,1986,182.0,未決定,,35.42795431,140.08757794,small
千葉県,市原市,国分寺台天神山公園,街区公園,千葉県,市原市,1986,1897.0,決定,,35.48903,140.11766,small
千葉県,市原市,いずみ公園,街区公園,千葉県,市原市,1987,2015.0,決定,,35.52034609,140.10772241,small
千葉県,市原市,池田公園,街区公園,千葉県,市原市,1987,2016.0,決定,,35.51837036,140.10506285,small
千葉県,市原市,白尾公園,街区公園,千葉県,市原市,1987,651.0,未決定,,35.46608282,140.05192087,small
千葉県,市原市,中田西公園,街区公園,千葉県,市原市,1987,317.0,未決定,,35.52249766,140.08615082,small
千葉県,市原市,台畑公園,街区公園,千葉県,市原市,1988,450.0,未決定,,35.44421449,140.07638096,small
千葉県,市原市,栗崎公園,街区公園,千葉県,市原市,1988,406.0,未決定,,35.39746212,140.14601617,small
千葉県,市原市,山下東公園,街区公園,千葉県,市原市,1988,986.0,未決定,,35.39691326,140.14321154,small
千葉県,市原市,国分寺台祇園原公園,街区公園,千葉県,市原市,1989,7632.0,決定,,35.49576,140.11902,small
千葉県,市原市,国分寺台清水公園,街区公園,千葉県,市原市,1989,2414.0,未決定,,35.504276,140.11964118,small
千葉県,市原市,北畑公園,街区公園,千葉県,市原市,1989,2018.0,決定,,35.52594608,140.10563744,small
千葉県,市原市,下郷公園,街区公園,千葉県,市原市,1989,490.0,未決定,,35.52940294,140.15014502,small
千葉県,市原市,国分寺台加茂原公園,街区公園,千葉県,市原市,1990,2451.0,決定,,35.4992417,140.11343068,small
千葉県,市原市,国分寺台本郷公園,街区公園,千葉県,市原市,1990,2035.0,未決定,,35.50024,140.12276,small
千葉県,市原市,登公園,街区公園,千葉県,市原市,1990,1933.0,決定,,35.5228126,140.10854326,small
千葉県,市原市,西崎公園,街区公園,千葉県,市原市,1990,1979.0,決定,,35.52161709,140.0980856,small
千葉県,市原市,新道南公園,街区公園,千葉県,市原市,1990,283.0,未決定,,35.52059104,140.08443653,small
千葉県,市原市,新道北公園,街区公園,千葉県,市原市,1990,258.0,未決定,,35.52178634,140.08427225,small
千葉県,市原市,牛久かえで公園,街区公園,千葉県,市原市,1990,1104.0,未決定,,35.39931081,140.13663283,small
千葉県,市原市,長月公園,街区公園,千葉県,市原市,1990,4000.0,未決定,,35.53459145,140.18975839,small
千葉県,市原市,文月公園,街区公園,千葉県,市原市,1990,4000.0,未決定,,35.53194,140.18694,small
千葉県,市原市,ほおじろ公園,街区公園,千葉県,市原市,1990,311.0,未決定,,35.45146613,140.07410216,small
千葉県,市原市,かわせみ公園,街区公園,千葉県,市原市,1990,354.0,未決定,,35.45192115,140.07299544,small
千葉県,市原市,むくどり公園,街区公園,千葉県,市原市,1990,424.0,未決定,,35.45208085,140.07160878,small
千葉県,市原市,うぐいす公園,街区公園,千葉県,市原市,1990,421.0,未決定,,35.45257416,140.07048537,small
千葉県,市原市,国分寺台土橋公園,街区公園,千葉県,市原市,1991,2255.0,決定,,35.50295468,140.11553985,small
千葉県,市原市,国分寺台持塚公園,街区公園,千葉県,市原市,1991,2670.0,決定,,35.49077,140.12187,small
千葉県,市原市,大宮公園,街区公園,千葉県,市原市,1991,2311.0,決定,,35.52300954,140.1025294,small
千葉県,市原市,谷の畑公園,街区公園,千葉県,市原市,1991,2008.0,決定,,35.52541754,140.10690155,small
千葉県,市原市,今津公園,街区公園,千葉県,市原市,1991,2954.0,決定,,35.49521535,140.05277455,small
千葉県,市原市,苗代公園,街区公園,千葉県,市原市,1992,1954.0,決定,,35.52111372,140.10202569,small
千葉県,市原市,西浜公園,街区公園,千葉県,市原市,1992,2145.0,未決定,,35.52306937,140.09699126,small
千葉県,市原市,国分寺台向山公園,街区公園,千葉県,市原市,1992,1600.0,決定,,35.5031825,140.11133657,small
千葉県,市原市,国分寺台御林公園,街区公園,千葉県,市原市,1992,5269.0,決定,,35.50296083,140.10646287,small
千葉県,市原市,やまのした公園,街区公園,千葉県,市原市,1992,589.0,未決定,,35.52302464,140.13223447,small
千葉県,市原市,きつつき公園,街区公園,千葉県,市原市,1993,401.0,未決定,,35.45501793,140.07191516,small
千葉県,市原市,すずめ公園,街区公園,千葉県,市原市,1993,351.0,未決定,,35.45275625,140.07465225,small
千葉県,市原市,つばめ公園,街区公園,千葉県,市原市,1993,348.0,未決定,,35.4531845,140.07363721,small
千葉県,市原市,あかはら公園,街区公園,千葉県,市原市,1993,318.0,未決定,,35.45351105,140.07253703,small
千葉県,市原市,せきれい公園,街区公園,千葉県,市原市,1993,318.0,未決定,,35.45409454,140.07113562,small
千葉県,市原市,泉台東公園,街区公園,千葉県,市原市,1993,1003.0,未決定,,35.45352175,140.07452782,small
千葉県,市原市,あさひヶ丘公園,街区公園,千葉県,市原市,1993,362.0,未決定,,35.44701875,140.05759862,small
千葉県,市原市,国分寺台堀込公園,街区公園,千葉県,市原市,1993,2274.0,決定,,35.5055596,140.11159683,small
千葉県,市原市,国分寺台太子堂公園,街区公園,千葉県,市原市,1994,1639.0,未決定,,35.49967965,140.10915913,small
千葉県,市原市,水無月公園,街区公園,千葉県,市原市,1994,4070.0,未決定,,35.52519,140.18555,small
千葉県,市原市,弥生公園,街区公園,千葉県,市原市,1994,4000.0,未決定,,35.52481349,140.1795634,small
千葉県,市原市,こじゅけい公園,街区公園,千葉県,市原市,1994,345.0,未決定,,35.45564696,140.06692485,small
千葉県,市原市,泉台西公園,街区公園,千葉県,市原市,1994,1892.0,未決定,,35.45623222,140.06771862,small
千葉県,市原市,めじろ公園,街区公園,千葉県,市原市,1994,305.0,未決定,,35.45707464,140.0673101,small
千葉県,市原市,おながどり公園,街区公園,千葉県,市原市,1994,307.0,未決定,,35.457906,140.06647954,small
千葉県,市原市,ふくろう公園,街区公園,千葉県,市原市,1994,302.0,未決定,,35.45483863,140.06940678,small
千葉県,市原市,きじ公園,街区公園,千葉県,市原市,1994,343.0,未決定,,35.45514695,140.0684428,small
千葉県,市原市,ひばり公園,街区公園,千葉県,市原市,1994,316.0,未決定,,35.45607521,140.06928891,small
千葉県,市原市,おながかも公園,街区公園,千葉県,市原市,1994,315.0,未決定,,35.45565767,140.07032359,small
千葉県,市原市,ときわ台中央公園,街区公園,千葉県,市原市,1994,1513.0,未決定,,35.39143922,140.1019799,small
千葉県,市原市,ときわ台北公園,街区公園,千葉県,市原市,1994,2227.0,未決定,,35.39185693,140.10484989,small
千葉県,市原市,ときわ台南公園,街区公園,千葉県,市原市,1994,1041.0,未決定,,35.3902391,140.10358995,small
千葉県,市原市,青葉ノ原公園,街区公園,千葉県,市原市,1995,228.0,未決定,,35.46951488,140.05257636,small
千葉県,市原市,八幡下公園,街区公園,千葉県,市原市,1995,328.0,未決定,,35.53660133,140.11502274,small
千葉県,市原市,はやぶさ公園,街区公園,千葉県,市原市,1995,473.0,未決定,,35.45331032,140.06706871,small
千葉県,市原市,くじゃく公園,街区公園,千葉県,市原市,1995,310.0,未決定,,35.45057215,140.07552976,small
千葉県,市原市,はくちょう公園,街区公園,千葉県,市原市,1995,344.0,未決定,,35.45121566,140.07597245,small
千葉県,市原市,もず公園,街区公園,千葉県,市原市,1995,311.0,未決定,,35.45139781,140.07680804,small
千葉県,市原市,皐月公園,街区公園,千葉県,市原市,1996,3060.0,未決定,,35.53355,140.18533,small
千葉県,市原市,国分寺台峰ノ下公園,街区公園,千葉県,市原市,1996,1500.0,未決定,,35.48964676,140.1120616,small
千葉県,市原市,松ヶ島新田公園,街区公園,千葉県,市原市,1996,4400.0,決定,,35.51344745,140.06812913,small
千葉県,市原市,青柳中央公園,街区公園,千葉県,市原市,1996,4165.0,決定,,35.49961294,140.05287286,small
千葉県,市原市,青葉台南公園,街区公園,千葉県,市原市,1997,4674.0,未決定,,35.46310035,140.04863746,small
千葉県,市原市,出津弁天公園,街区公園,千葉県,市原市,1997,4299.0,決定,,35.51701688,140.07100099,small
千葉県,市原市,浅間森公園,街区公園,千葉県,市原市,1997,3502.0,決定,,35.50358387,140.05789667,small
千葉県,市原市,国分寺台諏訪台公園,街区公園,千葉県,市原市,1997,1770.0,未決定,,35.49032553,140.10767023,small
千葉県,市原市,出津米山公園,街区公園,千葉県,市原市,1998,4200.0,決定,,35.51484482,140.07386109,small
千葉県,市原市,卯月公園,街区公園,千葉県,市原市,1999,4000.0,未決定,,35.5322382,140.17642775,small
千葉県,市原市,如月公園,街区公園,千葉県,市原市,1999,4002.0,未決定,,35.52658787,140.17516363,small
千葉県,市原市,居畑公園,街区公園,千葉県,市原市,1999,306.0,未決定,,35.52185363,140.146003,small
千葉県,市原市,出津一本松公園,街区公園,千葉県,市原市,1999,4098.0,決定,,35.51792127,140.07501454,small
千葉県,市原市,八幡のびのび公園,街区公園,千葉県,市原市,1999,992.0,未決定,,35.54560533,140.12775599,small
千葉県,市原市,上葭野公園,街区公園,千葉県,市原市,2000,228.0,未決定,,35.52619927,140.08346536,small
千葉県,市原市,青空公園,街区公園,千葉県,市原市,2001,757.0,未決定,,35.38904371,140.16966131,small
千葉県,市原市,よつば公園,街区公園,千葉県,市原市,2001,1888.0,未決定,,35.39032631,140.16947562,small
千葉県,市原市,松ヶ島ふれあい公園,街区公園,千葉県,市原市,2001,3100.0,未決定,,35.50787452,140.06519841,small
千葉県,市原市,乙月公園,街区公園,千葉県,市原市,2001,4000.0,未決定,,35.54202572,140.19538305,small
千葉県,市原市,やすらぎ公園,街区公園,千葉県,市原市,2001,811.0,未決定,,35.52075623,140.15248616,small
千葉県,市原市,古市場公園,街区公園,千葉県,市原市,2001,1239.0,未決定,,35.54286106,140.14788932,small
千葉県,市原市,霜月公園,街区公園,千葉県,市原市,2002,4000.0,未決定,,35.53656718,140.20097123,small
千葉県,市原市,中新道広場,街区公園,千葉県,市原市,2002,183.0,未決定,,35.5198319,140.08639479,small
千葉県,市原市,東原公園,街区公園,千葉県,市原市,2002,314.0,未決定,,35.47348265,140.05513205,small
千葉県,市原市,葉月公園,街区公園,千葉県,市原市,2002,4000.0,未決定,,35.52837,140.19257,small
千葉県,市原市,梨風公園,街区公園,千葉県,市原市,2002,362.0,未決定,,35.5238941,140.07327651,small
千葉県,市原市,下前原公園,街区公園,千葉県,市原市,2003,1464.0,未決定,,35.50708229,140.08654442,small
千葉県,市原市,門前公園,街区公園,千葉県,市原市,2003,4259.0,未決定,,35.51729589,140.12371854,small
千葉県,市原市,睦月公園,街区公園,千葉県,市原市,2003,3751.0,未決定,,35.53487923,140.16572424,small
千葉県,市原市,松ヶ島そよかぜ公園,街区公園,千葉県,市原市,2003,1701.0,未決定,,35.50988957,140.06588578,small
千葉県,市原市,さくら公園,街区公園,千葉県,市原市,2003,2046.0,未決定,,35.404269,140.11584884,small
千葉県,市原市,あじさい公園,街区公園,千葉県,市原市,2003,934.0,未決定,,35.4025224,140.11565396,small
千葉県,市原市,つつじ公園,街区公園,千葉県,市原市,2003,436.0,未決定,,35.40477643,140.11388064,small
千葉県,市原市,あかしや公園,街区公園,千葉県,市原市,2003,658.0,未決定,,35.40532287,140.11401991,small
千葉県,市原市,五井西かがやき公園,街区公園,千葉県,市原市,2004,1500.0,未決定,,35.51165584,140.06634079,small
千葉県,市原市,中川原公園,街区公園,千葉県,市原市,2004,500.0,未決定,,35.50716487,140.08064057,small
千葉県,市原市,神無月公園,街区公園,千葉県,市原市,2005,6560.0,未決定,,35.5333,140.19765,small
千葉県,市原市,青柳西公園,街区公園,千葉県,市原市,2006,2945.0,決定,,35.50321893,140.05269247,small
千葉県,市原市,外輪戸公園,街区公園,千葉県,市原市,2006,2399.0,未決定,,35.4956,140.05692,small
千葉県,市原市,本川田公園,街区公園,千葉県,市原市,2006,745.0,未決定,,35.50688094,140.08350726,small
千葉県,市原市,すこやか公園,街区公園,千葉県,市原市,2006,505.0,未決定,,35.43695029,140.07281977,small
千葉県,市原市,西ヶ崎公園,街区公園,千葉県,市原市,2007,490.0,未決定,,35.48205886,140.12339826,small
千葉県,市原市,有秋台東公園,街区公園,千葉県,市原市,2007,1683.0,未決定,,35.44578064,140.05686822,small
千葉県,市原市,上川間公園,街区公園,千葉県,市原市,2007,252.0,未決定,,35.54256596,140.13837736,small
千葉県,市原市,向天王公園,街区公園,千葉県,市原市,2008,2242.0,未決定,,35.49551,140.06107,small
千葉県,市原市,塩煮塚公園,街区公園,千葉県,市原市,2009,4225.0,未決定,,35.49339063,140.06405306,small
千葉県,市原市,天王境公園,街区公園,千葉県,市原市,2009,2030.0,未決定,,35.49439,140.0553,small
千葉県,市原市,八幡運動公園,近隣公園,千葉県,市原市,1950,21300.0,決定,,35.53781302,140.11558617,small
千葉県,市原市,辰巳中央公園,近隣公園,千葉県,市原市,1965,14214.0,未決定,,35.5184962,140.15467516,small
千葉県,市原市,有秋公園,近隣公園,千葉県,市原市,1968,17441.0,決定,,35.44754622,140.05471176,small
千葉県,市原市,永藤公園,近隣公園,千葉県,市原市,1968,15087.0,決定,,35.45476958,140.05124777,small
千葉県,市原市,椎津第1公園,近隣公園,千葉県,市原市,1974,12462.0,未決定,,35.47212562,140.02977324,small
千葉県,市原市,玉前公園,近隣公園,千葉県,市原市,1974,22515.0,決定,,35.51896261,140.06799418,small
千葉県,市原市,青柳公園,近隣公園,千葉県,市原市,1975,12911.0,決定,,35.51210026,140.06306907,small
千葉県,市原市,若宮中央公園,近隣公園,千葉県,市原市,1977,13601.0,決定,,35.52779124,140.13404714,small
千葉県,市原市,潮見公園,近隣公園,千葉県,市原市,1978,14594.0,決定,,35.52568181,140.09467085,small
千葉県,市原市,姫宮公園,近隣公園,千葉県,市原市,1981,10669.0,未決定,,35.54029212,140.14702482,small
千葉県,市原市,桜台中央公園,近隣公園,千葉県,市原市,1982,28657.0,未決定,,35.44316691,140.04904788,small
千葉県,市原市,松崎公園,近隣公園,千葉県,市原市,1984,9565.0,未決定,,35.44800916,140.13787849,small
千葉県,市原市,君塚中央公園,近隣公園,千葉県,市原市,1987,19454.0,決定,,35.52291327,140.10391365,small
千葉県,市原市,権現森公園,近隣公園,千葉県,市原市,1988,20000.0,決定,,35.50134387,140.05553262,small
千葉県,市原市,大岬公園,近隣公園,千葉県,市原市,1990,20009.0,決定,,35.52802,140.17909,small
千葉県,市原市,泉台中央公園,近隣公園,千葉県,市原市,1990,32120.0,未決定,,35.45159835,140.07030796,small
千葉県,市原市,清水谷公園,近隣公園,千葉県,市原市,1992,20000.0,決定,,35.52692765,140.18780476,small
千葉県,市原市,御影台公園,近隣公園,千葉県,市原市,1995,20000.0,決定,,35.53797661,140.19678488,small
千葉県,市原市,国分寺台巳ノ輪公園,近隣公園,千葉県,市原市,2001,30945.0,未決定,,35.49273982,140.12386544,small
千葉県,市原市,出津中央公園,近隣公園,千葉県,市原市,2002,2080.0,決定,,35.51236681,140.07086345,small
