,station_g_cd,line,pref,mun,post,address,lat,lon,line_num,crime_rate,census_0~6age_rate,census_6~18age_rate,city_park_small,city_park_middle,city_park_large,med_hospital,med_clinic_all,med_clinic_pediatrics,school_primary,school_junior_high,education_nursery,shopping_supermarket,shopping_shopping_mall,shopping_convenience_store,shopping_baby_goods_store,restaurant_num,time_tokyo,transfer_tokyo,time_shinagawa,transfer_shinagawa,time_shinjuku,transfer_shinjuku,time_shibuya,transfer_shibuya,time_ikebukuro,transfer_ikebukuro,time_average,transfer_average
羽田空港第1ターミナル,2700206,['東京モノレール'],東京都,大田区,144-0041,羽田空港３-３-２,35.549163,139.784653,1,5.695304023807598,,,0,0,0,0,3,1,0,0,0,0,0,3,0,318,25,1,14,0,35,1,30,1,41,1,29.0,0.8
羽田空港第1・第2ターミナル,2700206,['京急空港線'],東京都,大田区,144-0041,羽田空港３-３-４,35.549809,139.785962,1,5.695304023807598,,,0,0,0,0,3,1,0,0,0,0,0,3,0,318,25,1,14,0,35,1,30,1,41,1,29.0,0.8
羽田空港第2ターミナル,2700206,['東京モノレール'],東京都,大田区,144-0041,羽田空港３-４-２,35.550734,139.787979,1,5.695304023807598,,,0,0,0,0,3,1,0,0,0,0,0,3,0,317,25,1,14,0,35,1,30,1,41,1,29.0,0.8
羽田空港第3ターミナル,2700207,"['東京モノレール', '京急空港線']",東京都,大田区,144-0041,羽田空港二丁目6番5号,35.544676,139.768968,2,5.695304023807598,,,0,0,0,0,2,0,0,0,0,0,0,1,0,70,22,1,12,0,32,1,27,1,38,1,26.2,0.8
羽貫,9932112,['ニューシャトル'],埼玉県,伊奈町,362-0802,郡伊奈町大字羽貫８７２,36.007311,139.608608,1,3.2851806849376715,0.1327209613960092,0.19074196387328365,7,1,0,1,5,3,1,2,1,1,1,1,0,58,50,1,56,1,51,1,56,1,46,1,51.8,1.0
習志野,9932905,['新京成線'],千葉県,船橋市,274-0063,習志野台４-１-９,35.715293,140.042787,1,5.626996740997608,0.09084130838745863,0.13994630540151742,14,0,0,2,34,6,3,1,0,7,0,3,0,169,60,1,67,1,75,1,82,2,77,2,72.2,1.4
聖蹟桜ヶ丘,2400127,['京王線'],東京都,多摩市,206-0011,関戸一丁目10-10,35.650814,139.446979,1,3.873669278665494,0.06852681721646982,0.0949519772111292,23,1,0,0,31,6,3,2,7,1,2,1,2,236,44,1,50,1,25,0,34,1,35,1,37.6,0.8
能見台,2700137,['京急本線'],神奈川県,横浜市金沢区,236-0053,能見台通２-１,35.360528,139.629233,1,2.8383664064006644,0.07308303732916002,0.15007460283112756,26,1,0,2,36,7,2,2,8,3,0,3,1,118,58,1,46,0,72,1,65,1,81,1,64.4,0.8
腰越,9932007,['江ノ島電鉄線'],神奈川県,鎌倉市,248-0033,腰越２-１４-１４,35.308287,139.493286,1,3.121044509562533,0.06317681651031644,0.1396220687245358,14,0,0,4,13,2,2,2,4,1,0,1,0,189,57,1,51,1,62,1,57,1,67,1,58.8,1.0
自治医大,1131920,['宇都宮線'],栃木県,下野市,329-0414,小金井,36.39543,139.854524,1,8.00928808197742,0.10199401146356019,0.1624840225487857,11,0,0,1,12,1,2,1,4,2,0,6,0,61,79,0,85,0,75,0,80,0,70,0,77.8,0.0
自由が丘,2600107,"['東急東横線', '東急大井町線']",東京都,目黒区,152-0035,自由が丘１-３０-１,35.607224,139.668664,2,5.201316898516688,0.053336536270455856,0.08240699926388582,5,0,0,2,93,23,5,4,7,4,1,3,1,831,26,1,16,1,18,1,7,0,18,0,17.0,0.6
舎人,9934212,['日暮里・舎人ライナー'],東京都,足立区,121-0831,舎人１-１６-１５,35.8057,139.770108,1,5.510936814490496,0.10258453146345659,0.1470289769831304,11,1,0,0,14,5,2,2,2,0,0,3,0,73,31,1,38,1,40,1,47,1,31,1,37.4,1.0
舎人公園,9934211,['日暮里・舎人ライナー'],東京都,足立区,121-0837,舎人公園１-１０,35.79623,139.770183,1,5.510936814490496,0.08297810356744734,0.1259670671801685,8,1,0,0,11,4,3,2,3,0,0,1,0,51,29,1,36,1,38,1,45,1,29,1,35.4,1.0
舞岡,9931626,['ブルーライン'],神奈川県,横浜市戸塚区,244-0813,舞岡町７７１,35.402685,139.551509,1,3.3202195558752265,0.06890407163969746,0.14458891210668684,13,0,0,2,13,3,1,1,0,1,0,1,0,26,46,1,39,1,51,1,62,1,56,1,50.8,1.0
舞浜,1132607,['JR京葉線'],千葉県,浦安市,279-0031,舞浜,35.636115,139.883714,1,5.993025410915476,0.0565080374368737,0.10682010661433443,9,0,0,0,1,0,1,0,1,0,1,1,0,161,16,0,27,1,35,1,31,1,33,1,28.4,0.8
航空公園,2200723,['西武新宿線'],埼玉県,所沢市,359-0042,並木２-４-１,35.798272,139.465641,1,5.675909114945973,0.08313196950055539,0.1218266546946131,6,0,1,2,27,8,2,1,4,4,0,2,0,131,67,1,61,1,41,1,48,1,42,1,51.8,1.0
船堀,9930417,['都営新宿線'],東京都,江戸川区,134-0091,船堀３-６-１,35.683795,139.864258,1,5.520344988536587,0.09631452337742316,0.14566000636739643,9,0,0,1,32,11,2,2,3,2,0,0,1,174,20,1,24,1,18,0,27,1,28,1,23.4,0.8
船橋,1131331,"['JR中央・総武線', 'JR総武本線', '東武野田線']",千葉県,船橋市,273-0005,本町７丁目,35.701865,139.984707,3,5.626996740997608,0.10077189906900982,0.09048761001634029,10,0,0,1,67,8,4,1,7,7,1,3,1,867,23,0,30,0,33,1,47,1,40,1,34.6,0.6
船橋日大前,9933805,['東葉高速線'],千葉県,船橋市,274-0062,坪井町６８１-３,35.726931,140.058962,1,5.626996740997608,0.16260879717479898,0.19386063905262235,16,0,0,0,11,1,3,3,8,2,0,3,0,43,36,1,43,1,50,1,46,1,51,1,45.2,1.0
船橋法典,1130523,['JR武蔵野線'],千葉県,船橋市,273-0047,藤原１丁目,35.730435,139.966771,1,5.626996740997608,0.11637764631621932,0.1457372866895928,13,0,0,0,5,2,1,0,3,2,0,1,0,78,31,0,42,1,50,1,46,1,48,1,43.4,0.8
船橋競馬場,2300124,['京成本線'],千葉県,船橋市,273-0003,宮本８-４２-１,35.689606,139.997998,1,5.626996740997608,0.10889173717349676,0.13549109939779255,20,0,0,1,23,6,1,1,1,5,2,5,3,205,40,1,42,0,44,1,50,1,44,1,44.0,0.8
芝浦ふ頭,9931105,['ゆりかもめ'],東京都,港区,108-0022,海岸３-２２-１２,35.641773,139.757852,1,9.902048231894542,0.08433121745132338,0.06726223827707352,4,0,0,0,31,3,0,0,6,3,0,6,0,313,15,1,17,1,25,1,23,1,48,1,25.6,1.0
芦花公園,2400111,['京王線'],東京都,世田谷区,157-0062,南烏山３-１-１６,35.670479,139.608247,1,4.683698162165991,0.06918628471598932,0.07569300862742225,20,0,0,2,71,18,3,2,3,5,1,0,0,449,28,1,38,1,13,0,22,1,23,1,24.8,0.8
花小金井,2200718,['西武新宿線'],東京都,小平市,187-0002,花小金井１-１０-５,35.726129,139.513228,1,4.610404989342386,0.10653449071561139,0.11951481872183851,6,0,0,0,29,11,3,1,10,1,0,2,0,169,56,1,50,1,30,1,37,1,31,1,40.8,1.0
花月総持寺,2700119,['京急本線'],神奈川県,横浜市鶴見区,230-0052,生麦５-１-３,35.500358,139.672813,1,3.627048318591514,0.07267796460178716,0.08803921503900719,13,0,0,4,43,7,3,1,4,6,1,3,0,385,30,1,19,0,44,1,37,1,53,1,36.6,0.8
若松河田,9930104,['都営大江戸線'],東京都,新宿区,162-0054,河田町１０-１０,35.699218,139.718184,1,14.20733900947356,0.0563945604340728,0.06988624464198684,29,1,0,5,64,22,7,6,9,5,0,7,0,559,18,1,38,1,40,0,42,1,11,1,29.8,0.8
若林(東京都),2600703,['東急世田谷線'],東京都,世田谷区,154-0023,若林４-３-１５,35.645933,139.659911,1,4.683698162165991,0.05827747263433555,0.07087373842791045,31,0,0,1,71,18,6,4,7,4,1,1,0,721,34,2,47,2,25,1,11,1,40,2,31.4,1.6
若葉,2100125,['東武東上線'],埼玉県,坂戸市,350-0215,関間４-１３-１,35.948919,139.408782,1,5.4485193599464985,0.08331464882945523,0.10995455434391997,12,0,0,0,25,8,3,4,8,2,1,1,1,121,52,1,69,1,45,1,47,0,35,0,49.6,0.6
若葉台,2400206,['京王相模原線'],神奈川県,川崎市麻生区,215-0035,黒川６０９,35.619325,139.472189,1,2.3472707280527336,0.1635564718856583,0.2873358000629738,12,0,0,1,13,4,3,2,4,2,4,0,1,52,42,1,53,1,26,0,35,1,36,1,38.4,0.8
茂原,1132411,['JR外房線'],千葉県,茂原市,297-0022,町保,35.426733,140.304121,1,5.597181339755598,0.0671507077918216,0.08978566912123988,8,1,0,4,18,7,1,0,2,1,0,3,0,185,65,0,73,0,75,1,86,1,82,1,76.2,0.6
茅ヶ崎,1130110,"['JR相模線', 'JR東海道本線(東京～熱海)']",神奈川県,茅ヶ崎市,253-0043,元町1-1,35.330741,139.407197,2,3.300633387369019,0.08256676196335042,0.11670113332838275,2,0,0,1,59,8,2,1,11,6,3,4,1,562,44,0,38,0,50,0,45,0,55,0,46.4,0.0
茅場町,2800310,"['東京メトロ日比谷線', '東京メトロ東西線']",東京都,中央区,103-0025,日本橋茅場町１-４-６,35.679752,139.780005,2,12.52275415595362,0.054919782960743596,0.042876445878587334,13,0,0,0,178,10,6,0,14,1,4,15,2,3098,8,1,15,1,21,1,18,1,22,1,16.8,1.0
茗荷谷,2800203,['東京メトロ丸ノ内線'],東京都,文京区,112-0006,小日向４-６-１５,35.716989,139.737184,1,4.1506617392729055,0.07728018768520262,0.09611802028658221,11,0,0,3,53,13,8,11,11,3,0,4,0,343,7,0,18,1,22,0,31,1,5,0,16.6,0.4
草加,2100216,['東武伊勢崎線'],埼玉県,草加市,340-0015,高砂２丁目,35.828476,139.803397,1,7.577904256094302,0.07460753498825139,0.1118125874456872,8,0,0,0,45,15,3,1,13,5,2,6,0,423,34,1,41,1,49,1,40,0,55,1,43.8,0.8
荏原中延,2600504,['東急池上線'],東京都,品川区,142-0053,中延２-８-１,35.610056,139.712196,1,5.296558141939486,0.06372935335048849,0.07017787260261694,15,0,0,2,92,24,11,4,14,8,0,3,0,691,27,1,14,1,24,1,17,1,33,1,23.0,1.0
荏原町,2600405,['東急大井町線'],東京都,品川区,142-0053,中延５-２-１,35.60382,139.707571,1,5.296558141939486,0.06438805916643993,0.07344373912345825,20,0,0,3,78,19,9,4,8,10,0,2,0,530,23,1,13,1,24,1,19,1,30,1,21.8,1.0
荒川一中前,9930502,['都電荒川線'],東京都,荒川区,116-0003,南千住１-１,35.733659,139.788988,1,5.851204160856292,0.07159389456110475,0.08667427290563635,17,0,0,5,57,14,9,1,18,4,0,4,0,466,37,1,47,1,39,1,39,1,30,1,38.4,1.0
荒川七丁目,9930505,['都電荒川線'],東京都,荒川区,116-0002,荒川７,35.741975,139.78417,1,5.851204160856292,0.08487268690897849,0.0955165707937097,10,0,0,5,63,17,7,3,14,3,1,4,0,428,36,1,46,1,38,1,38,1,29,1,37.4,1.0
荒川二丁目,9930504,['都電荒川線'],東京都,荒川区,116-0002,荒川２,35.738623,139.784696,1,5.851204160856292,0.08638868366560644,0.09155583302079395,13,0,0,6,61,13,7,3,14,6,1,5,0,537,37,1,47,1,39,1,39,1,30,1,38.4,1.0
荒川区役所前,9930503,['都電荒川線'],東京都,荒川区,116-0002,荒川１,35.73493,139.786456,1,5.851204160856292,0.07085915822433553,0.09069892009567061,14,0,0,7,55,12,8,1,17,6,1,5,0,501,37,1,47,1,39,1,39,1,30,1,38.4,1.0
荒川車庫前,9930513,['都電荒川線'],東京都,荒川区,116-0011,西尾久７,35.750909,139.752617,1,5.851204160856292,0.06056938177464049,0.08615140431227233,11,0,0,1,32,13,4,4,7,1,0,2,1,209,25,1,35,1,27,1,27,1,18,1,26.4,1.0
荒川遊園地前,9930512,['都電荒川線'],東京都,荒川区,116-0011,西尾久５,35.750744,139.757767,1,5.851204160856292,0.0666859909358625,0.09438310044574125,8,0,0,2,32,13,4,3,9,1,0,4,0,237,30,1,40,1,32,1,32,1,23,1,31.4,1.0
荻窪,1131217,"['JR中央線(快速)', 'JR中央・総武線', '東京メトロ丸ノ内線']",東京都,杉並区,167-0043,上荻１丁目,35.704523,139.620109,3,4.562081003976972,0.056870771683182636,0.0629939384912032,16,0,0,2,85,23,2,3,5,3,2,5,0,666,24,0,35,1,10,0,19,1,20,1,21.6,0.6
菅野,2300115,['京成本線'],千葉県,市川市,272-0824,菅野２-７-１,35.728272,139.919413,1,5.31000639359644,0.06536963349454519,0.09542215696549836,21,0,0,1,52,11,6,2,7,6,0,4,0,331,35,1,42,1,48,1,55,1,39,1,43.8,1.0
菊名,1130603,"['東急東横線', 'JR横浜線']",神奈川県,横浜市港北区,222-0011,菊名７丁目,35.509749,139.630147,2,3.1989819043966388,0.06632824293386488,0.0941480639500564,22,0,0,1,30,5,3,1,10,1,1,3,0,121,36,1,20,1,28,1,17,0,28,0,25.8,0.6
菊川(東京都),9930412,['都営新宿線'],東京都,墨田区,130-0024,菊川３-１６-２,35.688379,139.806016,1,7.398331473344935,0.07355375597762995,0.07360541360954637,26,0,0,2,64,20,9,4,14,5,0,6,0,732,12,1,19,1,14,0,23,1,24,1,18.4,0.8
萩山,2200802,"['西武拝島線', '西武多摩湖線']",東京都,東村山市,189-0012,萩山町２-１-１,35.740759,139.476903,2,4.101203019552401,0.08642750955053916,0.09104885375902515,3,0,0,5,15,7,3,2,9,1,0,0,0,127,45,1,55,1,30,1,42,1,36,1,41.6,1.0
落合(東京都),2800402,['東京メトロ東西線'],東京都,新宿区,161-0034,上落合２-１３-７,35.710976,139.687284,1,14.20733900947356,0.04417599671089771,0.0487553089795569,33,1,0,0,67,19,4,4,14,3,1,3,0,419,19,1,28,1,11,1,22,1,12,1,18.4,1.0
落合南長崎,9930133,['都営大江戸線'],東京都,新宿区,161-0031,西落合３-１-１８,35.723608,139.683303,1,14.20733900947356,0.05483477826876797,0.06436159367958363,20,3,0,2,60,19,6,2,8,3,1,1,0,341,50,1,32,1,10,0,24,1,61,1,35.4,0.8
葛西,2800417,['東京メトロ東西線'],東京都,江戸川区,134-0083,中葛西５-４３-１１,35.663554,139.872458,1,5.520344988536587,0.07858373535972867,0.09133315476953069,9,0,0,2,48,16,4,4,5,1,0,4,0,419,18,1,25,1,32,1,28,1,33,1,27.2,1.0
葛西臨海公園,1132606,['JR京葉線'],東京都,江戸川区,134-0086,臨海町６丁目,35.644392,139.861529,1,5.520344988536587,0.07500496769261368,0.1552044139660962,0,0,1,0,0,0,2,1,2,1,0,1,0,28,13,0,24,1,32,1,28,1,30,1,25.4,0.8
葭川公園,9933105,['千葉都市モノレール１号線'],千葉県,千葉市中央区,260-0013,中央２-１,35.608551,140.120142,1,9.58209391914956,0.05685286967515203,0.07648244874889742,33,0,0,5,78,5,3,0,19,6,1,12,1,1269,45,1,52,1,80,1,74,2,67,2,63.6,1.4
蒔田,9931620,['ブルーライン'],神奈川県,横浜市南区,232-0016,宮元町３-４６,35.429935,139.610123,1,4.131870839257392,0.05664893188341642,0.08481292708950644,36,0,0,1,42,13,6,3,12,6,0,4,0,253,37,1,30,1,42,1,53,1,47,1,41.8,1.0
蒲生,2100219,['東武伊勢崎線'],埼玉県,越谷市,343-0836,蒲生寿町,35.866851,139.791686,1,7.472636874885184,0.077917425773257,0.126975333028912,9,0,0,1,29,7,3,0,11,6,2,3,0,353,41,1,48,1,64,1,59,1,70,1,56.4,1.0
蒲田,1133230,"['JR京浜東北線', '東急池上線', '東急多摩川線']",東京都,大田区,144-0052,蒲田５丁目,35.562517,139.716032,3,5.695304023807598,0.04845730215098027,0.060937246852887324,34,0,0,5,94,18,8,3,3,6,1,6,1,1268,20,0,9,0,40,1,20,1,36,1,25.0,0.6
蓮沼,2600514,['東急池上線'],東京都,大田区,144-0051,西蒲田７-１７-１,35.564173,139.708544,1,5.695304023807598,0.05747770617083821,0.07162477074229441,28,0,0,3,82,19,6,5,3,8,1,5,1,1123,44,1,31,1,41,1,34,1,50,1,40.0,1.0
蓮田,1131909,['宇都宮線'],埼玉県,蓮田市,349-0123,本町,35.981272,139.653016,1,4.680987495992306,0.08909311054155776,0.11816488983116012,11,0,0,1,22,6,2,0,9,2,0,1,1,106,35,0,41,0,36,0,41,0,31,0,36.8,0.0
蔵前,9930112,"['都営大江戸線', '都営浅草線']",東京都,台東区,111-0051,蔵前２-３-１,35.703236,139.790931,2,12.394420239002793,0.06531366279143237,0.06399612211852568,16,0,0,5,69,12,5,5,12,3,0,6,0,1363,14,1,14,0,16,1,22,1,25,1,18.2,0.8
蕨,1133207,['JR京浜東北線'],埼玉県,蕨市,335-0004,中央１丁目,35.827959,139.690357,1,9.576529200110713,0.06826422003862946,0.07536151639696662,23,0,0,2,49,17,3,0,12,7,0,6,0,422,31,0,41,0,45,1,58,1,21,1,39.2,0.6
薬園台,9932904,['新京成線'],千葉県,船橋市,274-0077,薬円台６-１-１,35.710271,140.037599,1,5.626996740997608,0.1001119259671771,0.14807501436697243,12,0,0,1,16,4,5,2,1,3,0,2,0,72,62,1,69,1,73,1,84,2,79,2,73.4,1.4
藤が丘(神奈川県),2600319,['東急田園都市線'],神奈川県,横浜市青葉区,227-0043,藤が丘２-５-４,35.543454,139.527655,1,2.302287433966651,0.08773719653368203,0.1386531322139531,23,0,0,2,35,8,3,2,2,3,0,0,0,147,48,1,57,1,39,1,30,0,45,1,43.8,0.8
藤の牛島,2100411,['東武野田線'],埼玉県,春日部市,344-0004,大字牛島１５７６,35.98026,139.778038,1,7.0474283332402266,0.08573111744036019,0.1679316910971363,14,0,0,0,5,1,1,0,3,1,0,2,0,37,74,1,81,1,50,1,55,1,45,1,61.0,1.0
藤沢,1130108,"['江ノ島電鉄線', '小田急江ノ島線', 'JR東海道本線(東京～熱海)']",神奈川県,藤沢市,251-0052,藤沢,35.338882,139.487293,3,3.96561404502069,0.08385914494005246,0.10680693570459839,18,0,0,2,83,10,5,1,10,6,3,6,1,809,39,0,33,0,44,0,39,0,49,0,40.8,0.0
藤野,1131114,['JR中央本線(東京～塩尻)'],神奈川県,相模原市緑区,252-0184,小渕1698,35.615918,139.15239,1,4.584936525124991,,,0,0,0,0,4,4,1,1,1,1,0,0,0,17,71,0,82,1,56,0,65,1,66,1,68.0,0.6
蘇我,1132403,"['JR外房線', 'JR内房線', 'JR京葉線']",千葉県,千葉市中央区,260-0834,今井２丁目,35.582065,140.130767,3,9.58209391914956,0.07513563694190453,0.10548103264844468,26,1,0,2,22,7,2,1,10,5,1,4,3,203,42,0,49,0,52,1,61,1,59,1,52.6,0.6
虎ノ門,2800113,['東京メトロ銀座線'],東京都,港区,105-0001,虎ノ門１-１-２１,35.670236,139.749832,1,9.902048231894542,0.05130805688521288,0.040414299754798266,3,1,0,2,200,6,0,1,5,1,3,10,0,3597,8,1,10,1,18,1,9,0,24,1,13.8,0.8
虎ノ門ヒルズ,2800113,['東京メトロ日比谷線'],東京都,港区,105-0001,虎ノ門一丁目22-12,35.667444,139.747778,1,9.902048231894542,0.05681947087657412,0.04436962710240892,4,0,0,2,192,9,1,2,3,2,1,11,0,2816,8,1,10,1,18,1,9,0,24,1,13.8,0.8
行徳,2800420,['東京メトロ東西線'],千葉県,市川市,272-0133,行徳駅前２-４-１,35.682686,139.914254,1,5.31000639359644,0.06795686357502355,0.08488552083769978,31,0,0,3,37,10,3,1,6,7,0,6,0,320,22,1,29,1,36,1,32,1,37,1,31.2,1.0
行田,1132315,['JR高崎線'],埼玉県,行田市,361-0046,壱里山町,36.113879,139.432103,1,5.468074482725026,0.08575856258223506,0.10734570392888898,9,0,0,0,11,4,0,0,3,0,1,1,0,47,55,0,62,0,59,0,63,0,53,0,58.4,0.0
行田市,9930606,['秩父鉄道秩父本線'],埼玉県,行田市,361-0078,中央,36.143759,139.458851,1,5.468074482725026,0.06296631734368224,0.1260574752211605,2,0,0,0,10,3,1,2,3,0,0,1,0,111,70,1,79,1,71,1,76,1,66,1,72.4,1.0
衣笠,1130817,['JR横須賀線'],神奈川県,横須賀市,238-0031,衣笠栄町２丁目,35.257091,139.661193,1,2.7915373377342063,0.0729046118232254,0.11738896967624436,12,1,0,1,19,3,2,1,5,2,0,1,0,84,72,0,64,0,91,1,72,1,89,1,77.6,0.6
表参道,2800118,"['東京メトロ半蔵門線', '東京メトロ銀座線', '東京メトロ千代田線']",東京都,港区,107-0061,北青山３丁目,35.665247,139.712314,3,9.902048231894542,0.06830026988695376,0.08504177909774496,4,0,0,3,167,14,4,3,6,3,9,8,0,1752,14,1,17,1,10,1,1,0,15,1,11.4,0.8
袖ヶ浦,1132509,['JR内房線'],千葉県,袖ヶ浦市,299-0263,奈良輪1198,35.431997,139.95788,1,3.9867436671479193,0.10848997284913801,0.15632492240723736,9,0,0,0,9,1,1,0,10,1,0,3,0,63,64,0,72,0,74,1,90,1,81,1,76.2,0.6
西ヶ原,2800905,['東京メトロ南北線'],東京都,北区,114-0024,西ヶ原二丁目3-8,35.746008,139.742322,1,6.444311531740726,0.06122511949911507,0.07437057419616097,12,0,0,3,56,16,8,6,12,1,1,3,1,317,16,1,34,1,18,1,22,1,12,1,20.4,1.0
西ヶ原四丁目,9930519,['都電荒川線'],東京都,北区,114-0024,西ヶ原四丁目,35.744501,139.732779,1,6.444311531740726,0.07683326481793268,0.0855118627454546,6,0,0,4,52,13,9,5,10,3,0,4,0,304,25,1,35,1,21,1,21,1,12,1,22.8,1.0
西八王子,1131111,"['JR中央線(快速)', 'JR中央本線(東京～塩尻)']",東京都,八王子市,193-0835,千人町２丁目,35.656621,139.31264,2,4.857033521323329,0.05924036725844241,0.09162686778930101,14,0,0,2,31,10,2,2,4,3,0,2,0,220,54,0,65,1,39,0,48,1,49,1,51.0,0.6
西千葉,1131338,['JR中央・総武線'],千葉県,千葉市中央区,260-0033,春日２丁目,35.622639,140.103337,1,9.58209391914956,0.0625590285178248,0.09713416204929853,17,0,0,2,36,7,4,3,8,6,1,4,0,239,61,1,67,1,69,0,76,1,79,1,70.4,0.8
西国分寺,1130503,"['JR中央線(快速)', 'JR武蔵野線']",東京都,国分寺市,185-0013,西恋ケ窪２丁目,35.699744,139.465994,2,4.676475859933845,0.08835117993549911,0.12658123712330363,5,1,0,5,29,9,3,0,8,0,0,1,0,120,43,0,54,1,29,0,38,1,39,1,40.6,0.6
西国立,1130324,['JR南武線'],東京都,立川市,190-0021,羽衣町１丁目,35.69375,139.423887,1,7.050682095351542,0.06471262560776184,0.09768421840132659,16,1,0,3,34,7,5,1,10,5,1,3,1,609,77,1,71,1,48,1,60,1,71,1,65.4,1.0
西大井,1130804,"['JR横須賀線', 'JR湘南新宿ライン']",東京都,品川区,140-0015,西大井１丁目,35.601616,139.721729,2,5.296558141939486,0.06949599444041199,0.08629749762579256,20,0,0,1,65,22,9,6,7,2,0,2,0,323,12,0,4,0,13,0,8,0,19,0,11.2,0.0
西大宮,1132211,['JR川越線'],埼玉県,さいたま市西区,331-0000,大字指扇3582-4,35.92228133,139.5797968,1,5.106373212769376,0.1119575557994877,0.1379345042078302,13,0,0,0,8,2,1,2,7,0,0,2,0,28,71,1,57,1,37,0,43,0,32,0,48.0,0.4
西大家,2100703,['東武越生線'],埼玉県,坂戸市,350-0244,大字森戸６２３-７,35.931698,139.356321,1,5.4485193599464985,0.07685674210521065,0.1405130446396708,0,0,0,0,2,0,1,0,1,0,0,0,0,5,66,2,83,2,59,2,59,1,44,1,62.2,1.6
西大島,9930414,['都営新宿線'],東京都,江東区,136-0072,大島２-４１-１９,35.689349,139.826206,1,5.627282381968605,0.07734431885185816,0.09301259021465147,22,1,0,3,70,18,9,4,8,3,2,3,1,592,14,1,21,1,16,0,25,1,26,1,20.4,0.8
西太子堂,2600702,['東急世田谷線'],東京都,世田谷区,154-0004,太子堂４-１０-３,35.644545,139.666382,1,4.683698162165991,0.05156288871395117,0.06148982955131219,26,0,0,4,78,18,6,4,7,4,1,1,0,904,32,2,49,2,27,1,9,1,42,2,31.8,1.6
西小山,2600204,['東急目黒線'],東京都,品川区,142-0062,小山６-３-１０,35.615455,139.698694,1,5.296558141939486,0.07098353295701405,0.07898413807339234,7,0,0,4,77,19,8,3,12,3,2,1,0,614,20,1,15,1,26,1,23,1,31,1,23.0,1.0
西川口,1133208,['JR京浜東北線'],埼玉県,川口市,332-0034,並木町２丁目,35.815514,139.704312,1,7.062645300564597,0.06366211001449815,0.07850284505171053,32,1,0,4,40,11,4,3,13,6,0,7,0,495,29,0,39,0,43,1,56,1,19,1,37.2,0.6
西府,1130329,['JR南武線'],東京都,府中市,183-0032,本宿町一丁目40-6,35.670912,139.457477,1,4.291631127196723,0.10110670333979642,0.12632763077736514,23,0,0,0,13,3,1,2,3,3,0,1,0,79,70,1,64,1,41,1,53,1,64,1,58.4,1.0
西所沢,2200117,"['西武池袋線', '西武狭山線']",埼玉県,所沢市,359-1144,西所沢１-１１-９,35.789303,139.455959,2,5.675909114945973,0.08398591570390741,0.13254565606033855,7,0,0,2,17,4,3,1,9,2,0,1,0,103,45,1,63,1,39,1,40,0,28,0,43.0,0.6
