行政区域コード,公共施設大分類,公共施設小分類,学校分類,名称,所在地,管理者コード,lat,lon
08201,16,16001,小学校,リリーベール小学校,藤が原3-1117-1288,4.0,36.461013,140.39297
08201,16,16001,小学校,稲荷第一小学校,大串町142-1,3.0,36.337202,140.53759
08201,16,16001,小学校,稲荷第二小学校,百合が丘町997-204,3.0,36.345283,140.509952
08201,16,16001,小学校,茨城大学教育学部附属小学校,三の丸2-6-8,1.0,36.37378,140.478815
08201,16,16001,小学校,下大野小学校,塩崎町666,3.0,36.339025,140.552676
08201,16,16001,小学校,河和田小学校,河和田町1019,3.0,36.368473,140.412876
08201,16,16001,小学校,笠原小学校,笠原町347-17,3.0,36.34406,140.454595
08201,16,16001,小学校,吉沢小学校,吉沢町169-1,3.0,36.33384,140.461928
08201,16,16001,小学校,吉田小学校,元吉田町1757-1,3.0,36.344665,140.475681
08201,16,16001,小学校,見川小学校,見川2-96-3,3.0,36.372973,140.43879
08201,16,16001,小学校,五軒小学校,金町3-2-25,3.0,36.384334,140.463371
08201,16,16001,小学校,鯉淵小学校,内鯉淵町3000,3.0,36.344793,140.370953
08201,16,16001,小学校,国田小学校,下国井町2595-1,3.0,36.425829,140.433095
08201,16,16001,小学校,妻里小学校,中原町682,3.0,36.3809,140.360406
08201,16,16001,小学校,三の丸小学校,三の丸1-6-51,3.0,36.374946,140.476509
08201,16,16001,小学校,酒門小学校,酒門町1445-1,3.0,36.341034,140.493314
08201,16,16001,小学校,寿小学校,平須町1809-1,3.0,36.328812,140.43182
08201,16,16001,小学校,上大野小学校,東大野106-1,3.0,36.363782,140.526089
08201,16,16001,小学校,上中妻小学校,大塚町1086-2,3.0,36.383359,140.392238
08201,16,16001,小学校,城東小学校,城東2-7-62,3.0,36.373113,140.493369
08201,16,16001,小学校,常磐小学校,西原1-3-12,3.0,36.387667,140.443956
08201,16,16001,小学校,新荘小学校,新荘2-11-1,3.0,36.385306,140.452261
08201,16,16001,小学校,石川小学校,石川4-4035,3.0,36.389537,140.422705
08201,16,16001,小学校,赤塚小学校,河和田2-2116-1,3.0,36.378832,140.405043
08201,16,16001,小学校,千波小学校,千波町1538-1,3.0,36.354893,140.465344
08201,16,16001,小学校,双葉台小学校,双葉台5-26,3.0,36.395438,140.406691
08201,16,16001,小学校,大場小学校,大場町2489,3.0,36.32236,140.520941
08201,16,16001,小学校,渡里小学校,堀町468-1,3.0,36.405508,140.427294
08201,16,16001,小学校,内原小学校,内原町1451,3.0,36.361892,140.359088
08201,16,16001,小学校,梅が丘小学校,姫子1-827-2,3.0,36.380472,140.432818
08201,16,16001,小学校,飯富小学校,飯富町4420-1,3.0,36.437632,140.41468
08201,16,16001,小学校,浜田小学校,浜田1-1-1,3.0,36.363697,140.494647
08201,16,16001,小学校,堀原小学校,新原1-7-1,3.0,36.393249,140.430846
08201,16,16001,小学校,柳河小学校,柳河町318-1,3.0,36.397046,140.469772
08201,16,16001,小学校,緑岡小学校,見川町2563,3.0,36.356142,140.443818
08201,16,99999,小学校,水戸英宏小学校,千波町2369-1,4.0,36.36141986874422,140.44702934811212
08201,16,16002,中学校,茨城大学教育学部附属中学校,文京1-3-32,1.0,36.397916,140.44815
08201,16,16002,中学校,茨城中学校,八幡町16-1,4.0,36.388833,140.457399
08201,16,16002,中学校,笠原中学校,笠原町417-3,3.0,36.337395,140.452179
08201,16,16002,中学校,見川中学校,見川2-98,3.0,36.37348,140.437841
08201,16,16002,中学校,国田中学校,下国井町2595-1,3.0,36.425829,140.433095
08201,16,16002,中学校,常澄中学校,塩崎町1016,3.0,36.333774,140.547891
08201,16,16002,中学校,水戸英宏中学校,見川町手負山2582-15,4.0,36.361676,140.444481
08201,16,16002,中学校,石川中学校,堀町2304-2,3.0,36.396692,140.421097
08201,16,16002,中学校,赤塚中学校,河和田1-1708-4,3.0,36.37661,140.410542
08201,16,16002,中学校,千波中学校,元吉田町599-2,3.0,36.358003,140.47701
08201,16,16002,中学校,双葉台中学校,双葉台5-27,3.0,36.396783,140.406593
08201,16,16002,中学校,第一中学校,東原3-1-1,3.0,36.385222,140.448594
08201,16,16002,中学校,第五中学校,堀町1166-1,3.0,36.398915,140.428485
08201,16,16002,中学校,第三中学校,朝日町2882-1,3.0,36.360896,140.489449
08201,16,16002,中学校,第四中学校,元吉田町1987-3,3.0,36.345422,140.481371
08201,16,16002,中学校,第二中学校,三の丸2-9-22,3.0,36.374974,140.480037
08201,16,16002,中学校,内原中学校,内原町1463-29,3.0,36.364148,140.360651
08201,16,16002,中学校,飯富中学校,飯富町4479-1,3.0,36.438604,140.413514
08201,16,16002,中学校,緑岡中学校,見川町2563-81,3.0,36.357531,140.44479
08201,16,16004,高等学校,茨城高等学校,八幡町16-1,4.0,36.388833,140.457399
08201,16,16004,高等学校,常磐大学高等学校,新荘3-2-28,4.0,36.385167,140.456121
08201,16,16004,高等学校,水戸葵陵高等学校,千波町中山2369,4.0,36.3604366937265,140.4472984778318
08201,16,16004,高等学校,水戸啓明高等学校,千波町464,4.0,36.363197,140.452345
08201,16,16004,高等学校,水戸工業高等学校,元吉田町1101,2.0,36.347671,140.468483
08201,16,16004,高等学校,水戸桜ノ牧高等学校,小吹町2070,2.0,36.352225,140.424348
08201,16,16004,高等学校,水戸女子高等学校,上水戸1-2-1,4.0,36.388278,140.452594
08201,16,16004,高等学校,水戸商業高等学校,新荘3-7-2,2.0,36.387195,140.453983
08201,16,16004,高等学校,水戸第一高等学校,三の丸3-10-1,2.0,36.372224,140.482815
08201,16,16004,高等学校,水戸第三高等学校,三の丸2-7-27,2.0,36.373474,140.480592
08201,16,16004,高等学校,水戸第二高等学校,大町2-2-14,2.0,36.378362,140.472371
08201,16,16004,高等学校,水戸南高等学校,白梅2-10-10,2.0,36.362336,140.478676
08201,16,16004,高等学校,水戸平成学園高等学校,根本町2-545,4.0,36.384147,140.468971
08201,16,16004,高等学校,水城高等学校,白梅2-1-45,4.0,36.363142,140.475482
08201,16,16004,高等学校,大成女子高等学校,五軒町3-2-61,4.0,36.382362,140.462316
08201,16,16004,高等学校,緑岡高等学校,笠原町1284,2.0,36.351143,140.449457
08201,16,16006,短期大学,水戸短期大学,見川2582,4.0,36.361197,140.44629
08201,16,16007,大学,茨城大学,文京2-1-1,1.0,36.400721,140.443622
08201,16,16007,大学,常磐大学,見和1-430-1,4.0,36.381611,140.438928
08201,16,16008,特別支援学校,盲学校,袴塚1-3-1,2.0,36.394861,140.450316
08201,16,16009,特別支援学校,水戸聾学校,千波町2863-1,2.0,36.356559,140.457067
08201,16,16010,特別支援学校,水戸特別支援学校,吉沢町3979,2.0,36.337117,140.474982
08201,16,16010,特別支援学校,水戸高等特別支援学校,下大野町6212,2.0,36.344979,140.557308
08201,16,16010,特別支援学校,水戸飯富特別支援学校,飯富町3436-20,2.0,36.418134,140.416847
08201,16,16010,特別支援学校,内原特別支援学校,鯉淵町2570,2.0,36.352808,140.361936
08202,16,16001,小学校,河原子小学校,河原子町4-3-4,3.0,36.546598,140.639489
08202,16,16001,小学校,会瀬小学校,会瀬町2-17-10,3.0,36.577817,140.652681
08202,16,16001,小学校,滑川小学校,滑川本町1-20-7,3.0,36.616869,140.667984
08202,16,16001,小学校,久慈小学校,久慈町1-23-1,3.0,36.497214,140.619743
08202,16,16001,小学校,久慈川三育小学校,留町1097-2,4.0,36.49338,140.598829
08202,16,16001,小学校,宮田小学校,本宮町2-9-1,3.0,36.603786,140.661151
08202,16,16001,小学校,金沢小学校,金沢町5-2-1,3.0,36.540515,140.612215
08202,16,16001,小学校,櫛形小学校,十王町伊師本郷508,3.0,36.676751,140.688443
08202,16,16001,小学校,坂本小学校,南高野町3-21-1,3.0,36.506518,140.599717
08202,16,16001,小学校,山部小学校,十王町山部841,3.0,36.6922,140.667595
08202,16,16001,小学校,助川小学校,助川町2-15-1,3.0,36.59126,140.646514
08202,16,16001,小学校,諏訪小学校,諏訪町3-10-1,3.0,36.570289,140.624129
08202,16,16001,小学校,水木小学校,水木町1-6-1,3.0,36.521573,140.630824
08202,16,16001,小学校,成沢小学校,中成沢町3-16-8,3.0,36.573872,140.636349
08202,16,16001,小学校,大みか小学校,大みか町3-19-15,3.0,36.513379,140.628186
08202,16,16001,小学校,大久保小学校,末広町1-1-1,3.0,36.558013,140.62599
08202,16,16001,小学校,大沼小学校,東大沼町2-1-8,3.0,36.534488,140.629602
08202,16,16001,小学校,中小路小学校,平和町2-4-1,3.0,36.596426,140.659069
08202,16,16001,小学校,中里小学校,東河内町1909,3.0,36.634419,140.546689
08202,16,16001,小学校,仲町小学校,宮田町5-5-1,3.0,36.607925,140.654235
08202,16,16001,小学校,田尻小学校,田尻町4-39-1,3.0,36.624118,140.676121
08202,16,16001,小学校,東小沢小学校,下土木内町617,3.0,36.495686,140.582441
08202,16,16001,小学校,日高小学校,日高町2-12-1,3.0,36.639144,140.682231
08202,16,16001,小学校,塙山小学校,金沢町2-14-1,3.0,36.548125,140.616241
08202,16,16001,小学校,豊浦小学校,折笠町741,3.0,36.655643,140.690952
08202,16,16001,小学校,油縄子小学校,鮎川町3-11-1,3.0,36.565457,140.63971
08202,16,16002,中学校,茨城キリスト教学園中学校,大みか町6-11-1,4.0,36.514323,140.616104
08202,16,16002,中学校,河原子中学校,東多賀町4-10-10,3.0,36.545015,140.630573
08202,16,16002,中学校,滑川中学校,東滑川町3-17-1,3.0,36.614813,140.674483
08202,16,16002,中学校,久慈中学校,久慈町6-20-2,3.0,36.505518,140.610105
08202,16,16002,中学校,駒王中学校,神峰町3-2-32,3.0,36.601759,140.656735
08202,16,16002,中学校,坂本中学校,石名坂町1-30-1,3.0,36.510046,140.597384
08202,16,16002,中学校,十王中学校,友部600,3.0,36.674537,140.679215
08202,16,16002,中学校,助川中学校,鹿島町3-5-1,3.0,36.58851,140.647514
08202,16,16002,中学校,泉丘中学校,水木町2-9-1,3.0,36.523156,140.626214
08202,16,16002,中学校,多賀中学校,鮎川町3-11-2,3.0,36.566762,140.639488
08202,16,16002,中学校,台原中学校,台原町1-9-1,3.0,36.53296,140.610909
08202,16,16002,中学校,大久保中学校,末広町5-12-34,3.0,36.55818,140.61888
08202,16,16002,中学校,中里中学校,東河内町1953,3.0,36.633474,140.5468
08202,16,16002,中学校,日高中学校,小木津町3-26-1,3.0,36.642033,140.680787
08202,16,16002,中学校,平沢中学校,高鈴町1-15-1,3.0,36.600647,140.643459
08202,16,16002,中学校,豊浦中学校,川尻町3-11-1,3.0,36.657643,140.703811
08202,16,99999,中学校,日立第一高等学校附属中学校,若葉町3-15-1,2.0,36.60002055997886,140.65888531745807
08202,16,16004,高等学校,茨城キリスト教学園高等学校,大みか町6-11-1,4.0,36.512685,140.616604
08202,16,16004,高等学校,多賀高等学校,鮎川町3-9-1,2.0,36.567623,140.641682
08202,16,16004,高等学校,日立工業高等学校,城南町2-12-1,2.0,36.588676,140.640848
08202,16,16004,高等学校,日立商業高等学校,久慈町6-20-1,2.0,36.50413,140.611077
08202,16,16004,高等学校,日立第一高等学校,若葉町3-15-1,2.0,36.599509,140.658624
08202,16,16004,高等学校,日立第二高等学校,鹿島町3-2-1,2.0,36.589815,140.647459
08202,16,16004,高等学校,日立北高等学校,川尻町6-11-1,2.0,36.662641,140.684952
08202,16,16004,高等学校,明秀学園日立高等学校,神峰町3-2-26,4.0,36.602564,140.656013
08202,16,16004,高等学校,翔洋学園高等学校,大みか町4-1-3,4.0,36.511268,140.630103
08202,16,16007,大学,茨城キリスト教大学,大みか町6-11-1,4.0,36.514323,140.616104
08202,16,16007,大学,茨城大学,中成沢町4-12-1,1.0,36.573289,140.641877
08202,16,16010,特別支援学校,日立特別支援学校,鮎川町3-11-2,3.0,36.567623,140.63896
08203,16,16001,小学校,右籾小学校,右籾1728-3,3.0,36.045395,140.18566
08203,16,16001,小学校,乙戸小学校,乙戸南2-1-1,3.0,36.031896,140.150691
08203,16,16001,小学校,下高津小学校,下高津4-2-9,3.0,36.076002,140.183327
08203,16,16001,小学校,荒川沖小学校,荒川沖東3-24-3,3.0,36.02623,140.165106
08203,16,16001,小学校,山ノ荘小学校,本郷301,3.0,36.146549,140.170712
08203,16,16001,小学校,宍塚小学校,宍塚1478,3.0,36.087943,140.162272
08203,16,16001,小学校,上大津西小学校,手野町3651,3.0,36.101444,140.233097
08203,16,16001,小学校,上大津東小学校,沖宿町2489,3.0,36.080503,140.251375
08203,16,16001,小学校,真鍋小学校,真鍋4-3-1,3.0,36.097055,140.204214
08203,16,16001,小学校,神立小学校,中神立町4,3.0,36.11847,140.232236
08203,16,16001,小学校,菅谷小学校,菅谷町1464-8,3.0,36.111111,140.260093
08203,16,16001,小学校,大岩田小学校,大岩田2066-1,3.0,36.054756,140.203992
08203,16,16001,小学校,中村小学校,中村南5-29-5,3.0,36.042922,140.159801
08203,16,16001,小学校,斗利出小学校,高岡1367,3.0,36.125108,140.137781
08203,16,16001,小学校,都和小学校,並木5-4826-1,3.0,36.117331,140.19163
08203,16,16001,小学校,都和南小学校,常名3090,3.0,36.104693,140.188464
08203,16,16001,小学校,土浦小学校,大手町13-32,3.0,36.083862,140.197103
08203,16,16001,小学校,土浦第二小学校,富士崎2-1-41,3.0,36.071392,140.197159
08203,16,16001,小学校,東小学校,中455,3.0,36.05706,140.174244
08203,16,16001,小学校,藤沢小学校,藤沢3057,3.0,36.124051,140.163159
08203,16,16002,中学校,常総学院中学校,中村西根1010,4.0,36.058503,140.162995
08203,16,16002,中学校,新治中学校,藤沢913,3.0,36.136883,140.158353
08203,16,16002,中学校,都和中学校,中貫1222-2,3.0,36.120164,140.197379
08203,16,16002,中学校,土浦第一中学校,文京町3-8,3.0,36.084668,140.193909
08203,16,16002,中学校,土浦第五中学校,手野町3218-1,3.0,36.098861,140.244651
08203,16,16002,中学校,土浦第三中学校,中村南1-25-15,3.0,36.041811,140.167106
08203,16,16002,中学校,土浦第四中学校,中高津3-10-4,3.0,36.068225,140.181855
08203,16,16002,中学校,土浦第二中学校,東真鍋町21-7,3.0,36.096638,140.208185
08203,16,16002,中学校,土浦第六中学校,右籾428,3.0,36.050728,140.195881
08203,16,16002,中学校,土浦日本大学中等教育学校,小松ヶ丘町4-46,4.0,36.063832,140.196764
08203,16,16004,高等学校,つくば国際大学高等学校土浦校舎,真鍋1-3-5,4.0,36.08875,140.202103
08203,16,16004,高等学校,常総学院高等学校,中村西根1010,4.0,36.057087,140.163439
08203,16,16004,高等学校,土浦湖北高等学校,菅谷町1525-1,2.0,36.104834,140.264899
08203,16,16004,高等学校,土浦工業高等学校,真鍋6-11-20,2.0,36.103693,140.19638
08203,16,16004,高等学校,土浦第一高等学校,真鍋4-4-2,2.0,36.098194,140.202964
08203,16,16004,高等学校,土浦第三高等学校,大岩田町1599,2.0,36.056282,140.212729
08203,16,16004,高等学校,土浦第二高等学校,立田町9-6,2.0,36.088278,140.195131
08203,16,16004,高等学校,土浦日本大学高等学校,小松ケ丘町4-46,4.0,36.064199,140.197104
08203,16,16006,短期大学,つくば国際短期大学,真鍋6-7-10,4.0,36.102805,140.197908
08203,16,16007,大学,つくば国際大学,真鍋6-20-1,4.0,36.107316,140.198715
08203,16,16010,特別支援学校,土浦特別支援学校,上高津上ノ台1238,2.0,36.073196,140.169133
08204,16,16001,小学校,下大野小学校,下大野734-2,3.0,36.16751,139.772275
08204,16,16001,小学校,下辺見小学校,下辺見2400,3.0,36.176757,139.733584
08204,16,16001,小学校,駒羽根小学校,駒羽根1364,3.0,36.160205,139.761526
08204,16,16001,小学校,駒込小学校,駒込899-3,3.0,36.222616,139.807547
08204,16,16001,小学校,古河第一小学校,中央町3-10-1,3.0,36.192671,139.701808
08204,16,16001,小学校,古河第五小学校,横山町3-13-27,3.0,36.203365,139.702612
08204,16,16001,小学校,古河第三小学校,旭町1-18-4,3.0,36.195088,139.723028
08204,16,16001,小学校,古河第四小学校,中田1221,3.0,36.154816,139.714724
08204,16,16001,小学校,古河第七小学校,三和176-1,3.0,36.16412,139.705169
08204,16,16001,小学校,古河第二小学校,本町2-10-45,3.0,36.192394,139.707279
08204,16,16001,小学校,古河第六小学校,北町16-47,3.0,36.203448,139.717222
08204,16,16001,小学校,釈迦小学校,釈迦271,3.0,36.157122,139.751221
08204,16,16001,小学校,諸川小学校,諸川1097,3.0,36.196897,139.811214
08204,16,16001,小学校,小堤小学校,小堤1815-1,3.0,36.204949,139.761136
08204,16,16001,小学校,上大野小学校,上大野1425,3.0,36.204978,139.780856
08204,16,16001,小学校,上辺見小学校,上辺見1164,3.0,36.189366,139.7315
08204,16,16001,小学校,仁連小学校,仁連607,3.0,36.182815,139.808354
08204,16,16001,小学校,水海小学校,水海542-1,3.0,36.143624,139.756527
08204,16,16001,小学校,西牛谷小学校,西牛谷650,3.0,36.201088,139.736915
08204,16,16001,小学校,大和田小学校,大和田822,3.0,36.190119,139.796771
08204,16,16001,小学校,中央小学校,下大野1573-20,3.0,36.185646,139.759081
08204,16,16001,小学校,八俣小学校,東山田1814,3.0,36.158263,139.81891
08204,16,16001,小学校,名崎小学校,尾崎4200,3.0,36.185232,139.842795
08204,16,16002,中学校,古河第一中学校,常盤町11-26,3.0,36.204198,139.714139
08204,16,16002,中学校,古河第三中学校,下山町9-5,3.0,36.189672,139.725278
08204,16,16002,中学校,古河第二中学校,鴻巣780,3.0,36.171646,139.713307
08204,16,16002,中学校,三和中学校,東山田472,3.0,36.1719,139.814882
08204,16,16002,中学校,三和東中学校,尾崎4515,3.0,36.194259,139.838018
08204,16,16002,中学校,三和北中学校,諸川1995,3.0,36.208701,139.806132
08204,16,16002,中学校,総和中学校,女沼290-1,3.0,36.176591,139.751804
08204,16,16002,中学校,総和南中学校,磯部1773,3.0,36.163704,139.75311
08204,16,16002,中学校,総和北中学校,小堤1775,3.0,36.202783,139.767552
08204,16,16004,高等学校,古河第一高等学校,旭町2-4-5,2.0,36.195505,139.724139
08204,16,16004,高等学校,古河第三高等学校,中田新田新張神明12-1,2.0,36.160676,139.711224
08204,16,16004,高等学校,古河第二高等学校,幸町19-18,2.0,36.184228,139.710696
08204,16,16004,高等学校,晃陽学園高等学校,東1-5-26,4.0,36.196871,139.711465
08204,16,16004,高等学校,三和高等学校,五部54-1,2.0,36.207979,139.81938
08204,16,16004,高等学校,総和工業高等学校,葛生1004-1,2.0,36.156456,139.793301
08204,16,16004,高等学校,総和高等学校,磯部846,2.0,36.170036,139.747944
08205,16,16001,小学校,葦穂小学校,小屋1054,3.0,36.263176,140.173514
08205,16,16001,小学校,園部小学校,宮ケ崎6,3.0,36.259595,140.250368
08205,16,16001,小学校,柿岡小学校,柿岡2159-2,3.0,36.239941,140.192166
08205,16,16001,小学校,瓦会小学校,瓦谷1135-2,3.0,36.270319,140.205348
08205,16,16001,小学校,関川小学校,石川1153,3.0,36.142303,140.309977
08205,16,16001,小学校,吉生小学校,吉生513-2,3.0,36.232433,140.162628
08205,16,16001,小学校,高浜小学校,高浜62,3.0,36.165606,140.297561
08205,16,16001,小学校,三村小学校,三村1853,3.0,36.152746,140.281507
08205,16,16001,小学校,小桜小学校,川又746,3.0,36.208183,140.194069
08205,16,16001,小学校,小幡小学校,小幡4080,3.0,36.2218,140.161652
08205,16,16001,小学校,杉並小学校,杉並2-3-1,3.0,36.20363,140.284144
08205,16,16001,小学校,石岡小学校,総社1-2-10,3.0,36.190075,140.268646
08205,16,16001,小学校,東小学校,旭台1-11-3,3.0,36.193325,140.298699
08205,16,16001,小学校,東成井小学校,東成井996,3.0,36.258179,140.272477
08205,16,16001,小学校,南小学校,南台4-1-1,3.0,36.179771,140.295616
08205,16,16001,小学校,府中小学校,若松1-11-18,3.0,36.200491,140.26734
08205,16,16001,小学校,北小学校,根当10949,3.0,36.22853,140.26672
08205,16,16001,小学校,林小学校,下林857-1,3.0,36.232087,140.220191
08205,16,16001,小学校,恋瀬小学校,小見832-1,3.0,36.29779,140.190992
08205,16,16002,中学校,園部中学校,山崎1862,3.0,36.258873,140.256507
08205,16,16002,中学校,国府中学校,総社2-12-1,3.0,36.185576,140.268535
08205,16,16002,中学校,城南中学校,高浜112,3.0,36.1678,140.29595
08205,16,16002,中学校,石岡中学校,東石岡4-2-1,3.0,36.188187,140.294144
08205,16,16002,中学校,府中中学校,若松2-6-5,3.0,36.199047,140.264729
08205,16,99999,中学校,八郷中学校,柿岡3513-2,3.0,36.247690663867516,140.18886988396264
08205,16,16004,高等学校,石岡商業高等学校,東光台3-4-1,2.0,36.183743,140.30231
08205,16,16004,高等学校,石岡第一高等学校,石岡1-9,2.0,36.19073,140.28464
08205,16,16004,高等学校,石岡第二高等学校,府中5-14-14,2.0,36.20013,140.273368
08207,16,16001,小学校,結城小学校,結城1927,3.0,36.306414,139.879955
08207,16,16001,小学校,結城西小学校,結城10290-1,3.0,36.301497,139.861234
08207,16,16001,小学校,絹川小学校,小森2227,3.0,36.281083,139.89576
08207,16,16001,小学校,江川南小学校,北南茂呂81,3.0,36.216312,139.82574
08207,16,16001,小学校,江川北小学校,田間1421,3.0,36.25389,139.838098
08207,16,16001,小学校,山川小学校,今宿1164-1,3.0,36.233617,139.87568
08207,16,16001,小学校,上山川小学校,上山川3388,3.0,36.253975,139.884178
08207,16,16001,小学校,城西小学校,結城9633-1,3.0,36.288387,139.852707
08207,16,16001,小学校,城南小学校,城南町1-11,3.0,36.28783860340963,139.8629116688596
08207,16,16002,中学校,結城中学校,小田林2600,3.0,36.299358,139.854485
08207,16,16002,中学校,結城東中学校,結城3381,3.0,36.298609,139.88576
08207,16,16002,中学校,結城南中学校,大木1123,3.0,36.255252,139.865096
08207,16,16004,高等学校,鬼怒商業高等学校,小森1513-2,2.0,36.290471,139.900148
08207,16,16004,高等学校,結城第一高等学校,結城1076,2.0,36.304219,139.882149
08207,16,16004,高等学校,結城第二高等学校,結城7355,2.0,36.295053,139.875761
08207,16,16010,特別支援学校,結城特別支援学校,鹿窪1357-10,2.0,36.270306,139.879928
08208,16,16001,小学校,久保台小学校,久保台2-3,3.0,35.932908,140.176858
08208,16,16001,小学校,松葉小学校,松葉2-9,3.0,35.937185,140.158165
08208,16,16001,小学校,城ノ内小学校,城ノ内5-27,3.0,35.921184,140.215125
08208,16,16001,小学校,川原代小学校,川原代町3518,3.0,35.916215,140.154138
08208,16,16001,小学校,大宮小学校,大徳町4945,3.0,35.894524,140.205746
08208,16,16001,小学校,長戸小学校,半田町65,3.0,35.926799,140.23927
08208,16,16001,小学校,長山小学校,長山5-7-1,3.0,35.946406,140.156915
08208,16,16001,小学校,馴柴小学校,若柴町3135,3.0,35.926353,140.144917
08208,16,16001,小学校,馴馬台小学校,平台4-23-1,3.0,35.923186,140.166387
08208,16,16001,小学校,八原小学校,藤ケ丘1-22-4,3.0,35.933162,140.200916
08208,16,16001,小学校,北文間小学校,長沖町1490,3.0,35.892662,140.157473
08208,16,16001,小学校,龍ケ崎小学校,3316,3.0,35.910966,140.191024
08208,16,16001,小学校,龍ケ崎西小学校,8810,3.0,35.901383,140.178859
08208,16,16002,中学校,愛宕中学校,3777,3.0,35.914187,140.179914
08208,16,16002,中学校,城ノ内中学校,城ノ内5-3,3.0,35.922243,140.207828
08208,16,16002,中学校,城西中学校,川原代町710,3.0,35.92077,140.138584
08208,16,16002,中学校,城南中学校,1736,3.0,35.904996,140.199501
08208,16,16002,中学校,中根台中学校,中根台1-12,3.0,35.927936,140.171192
08208,16,16002,中学校,長山中学校,長山3-1,3.0,35.942073,140.15636
08208,16,16004,高等学校,愛国学園大学附属龍ヶ崎高等学校,若柴町2747,4.0,35.927381,140.156915
08208,16,16004,高等学校,竜ヶ崎第一高等学校,平畑248,2.0,35.915021,140.187579
08208,16,16004,高等学校,竜ヶ崎第二高等学校,古城3087,2.0,35.908121,140.191787
08208,16,16004,高等学校,竜ヶ崎南高等学校,北方町120,2.0,35.880775,140.160612
08208,16,16007,大学,流通経済大学,平畑120,4.0,35.91756462437902,140.19006910235507
08210,16,16001,小学校,下妻小学校,下妻乙386,3.0,36.18043,139.963313
08210,16,16001,小学校,高道祖小学校,高道祖2638-1,3.0,36.196012,140.013281
08210,16,16001,小学校,蚕飼小学校,大園木135,3.0,36.149434,139.996922
08210,16,16001,小学校,宗道小学校,本宗道120,3.0,36.158849,139.969674
08210,16,16001,小学校,上妻小学校,半谷426,3.0,36.218537,139.936119
08210,16,16001,小学校,総上小学校,小島1116,3.0,36.17257,139.961592
08210,16,16001,小学校,大形小学校,別府199,3.0,36.153294,139.944205
08210,16,16001,小学校,大宝小学校,大宝625,3.0,36.202067,139.972867
08210,16,16001,小学校,騰波ノ江小学校,若柳甲644,3.0,36.221148,139.982782
08210,16,16001,小学校,豊加美小学校,加養128,3.0,36.173904,139.9882
08210,16,16002,中学校,下妻中学校,長塚乙38-1,3.0,36.190512,139.945565
08210,16,16002,中学校,千代川中学校,鎌庭2777,3.0,36.153516,139.960037
08210,16,16002,中学校,東部中学校,大串930-1,3.0,36.197456902094565,139.9745393481121
08210,16,16004,高等学校,下妻第一高等学校,下妻乙226-1,2.0,36.182652,139.961369
08210,16,16004,高等学校,下妻第二高等学校,下妻乙347-8,2.0,36.178958,139.962008
08210,16,16010,特別支援学校,下妻特別支援学校,半谷芝山492-4,2.0,36.212823251116774,139.93542708702807
08211,16,16001,小学校,岡田小学校,向石下1020,3.0,36.118214,139.949262
08211,16,16001,小学校,玉小学校,若宮戸794,3.0,36.137435,139.963315
08211,16,16001,小学校,絹西小学校,坂手町7303-3,3.0,36.002006,139.960626
08211,16,16001,小学校,五箇小学校,上蛇町1508,3.0,36.06936,140.00409
08211,16,16001,小学校,三妻小学校,中妻町4146,3.0,36.068277,139.981926
08211,16,16001,小学校,水海道小学校,水海道天満町2516-1,3.0,36.016828,139.984723
08211,16,16001,小学校,菅原小学校,大生郷町1615,3.0,36.065082,139.950902
08211,16,16001,小学校,菅生小学校,菅生町4711,3.0,35.996922,139.934157
08211,16,16001,小学校,石下小学校,新石下1907-1,3.0,36.111494,139.981731
08211,16,16001,小学校,大花羽小学校,大輪町386-1,3.0,36.06711,139.972816
08211,16,16001,小学校,大生小学校,平町415-1,3.0,36.038681,140.005815
08211,16,16001,小学校,飯沼小学校,鴻野山859-1,3.0,36.11539,139.932091
08211,16,16001,小学校,豊岡小学校,豊岡町丙3362,3.0,36.034364,139.971762
08211,16,16001,小学校,豊田小学校,豊田2246,3.0,36.116688,139.996257
08211,16,16002,中学校,鬼怒中学校,中妻町4180,3.0,36.069443,139.981399
08211,16,16002,中学校,水海道西中学校,豊岡町乙1005-1,3.0,36.02792,139.968235
08211,16,16002,中学校,水海道中学校,小山戸町61,3.0,36.035003,139.985233
08211,16,16002,中学校,石下西中学校,杉山910-1,3.0,36.117382692670645,139.94631836165235
08211,16,16002,中学校,石下中学校,本石下1000-1,3.0,36.122437,139.975703
08211,16,16004,高等学校,水海道第一高等学校,水海道亀岡町2543,2.0,36.01813,139.985797
08211,16,16004,高等学校,水海道第二高等学校,水海道橋本町3549-4,2.0,36.028111,139.990288
08211,16,16004,高等学校,石下紫峰高等学校,新石下1192-3,2.0,36.107939,139.982037
08212,16,16001,小学校,賀美小学校,小菅町327,3.0,36.696318,140.512678
08212,16,16001,小学校,機初小学校,幡町929,3.0,36.545485,140.540415
08212,16,16001,小学校,久米小学校,大里町4401,3.0,36.541258,140.485439
08212,16,16001,小学校,郡戸小学校,中野町2,3.0,36.515306,140.473966
08212,16,16001,小学校,幸久小学校,上河合町2,3.0,36.508044,140.514307
08212,16,16001,小学校,佐竹小学校,谷河原町298,3.0,36.522903,140.515945
08212,16,16001,小学校,山田小学校,松平町1136,3.0,36.585176,140.487146
08212,16,16001,小学校,小里小学校,小中町202,3.0,36.751434,140.484407
08212,16,16001,小学校,世矢小学校,真弓町1855,3.0,36.523794,140.57033
