行政区域コード,公共施設大分類,公共施設小分類,学校分類,名称,所在地,管理者コード,lat,lon
10202,16,16001,小学校,吉井小学校,吉井町吉井235-1,3.0,36.255445667618076,138.9832420853833
10202,16,16001,小学校,吉井西小学校,吉井町長根1930,3.0,36.25498881155382,138.96886548112127
10202,16,16001,小学校,京ケ島小学校,京目町44-1,3.0,36.340448,139.064116
10202,16,16001,小学校,金古小学校,金古町1271,3.0,36.407039,138.999352
10202,16,16001,小学校,金古南小学校,金古町658,3.0,36.401874,138.994373
10202,16,16001,小学校,国府小学校,後疋間町208,3.0,36.394715,139.016734
10202,16,16001,小学校,佐野小学校,上佐野町918-2,3.0,36.308393,139.024731
10202,16,16001,小学校,寺尾小学校,寺尾町290,3.0,36.302643,139.007594
10202,16,16001,小学校,車郷小学校,箕郷町富岡255-1,3.0,36.389896,138.949259
10202,16,16001,小学校,上郊小学校,保渡田町2107,3.0,36.387813,138.98368
10202,16,16001,小学校,乗附小学校,乗附町155-1,3.0,36.326864,138.985205
10202,16,16001,小学校,城山小学校,城山町2-16-1,3.0,36.28571277728443,139.01370730377573
10202,16,16001,小学校,城東小学校,江木町128-1,3.0,36.326448,139.021064
10202,16,16001,小学校,城南小学校,新後閑町301-1,3.0,36.31079880449591,139.01155077996285
10202,16,16001,小学校,新高尾小学校,日高町592-1,3.0,36.364445,139.036506
10202,16,16001,小学校,新町第一小学校,新町341,3.0,36.276802,139.111113
10202,16,16001,小学校,新町第二小学校,新町2010,3.0,36.26439,139.102374
10202,16,16001,小学校,西小学校,並榎町109,3.0,36.339308,138.994454
10202,16,16001,小学校,西部小学校,八幡町1414,3.0,36.347917,138.943708
10202,16,16001,小学校,倉賀野小学校,倉賀野町1744,3.0,36.299866,139.048479
10202,16,16001,小学校,多胡小学校,吉井町塩24-3,3.0,36.236639756258086,138.97720805801868
10202,16,16001,小学校,大類小学校,南大類町543-1,3.0,36.324115,139.045952
10202,16,16001,小学校,滝川小学校,下滝町585-2,3.0,36.311756,139.08392
10202,16,16001,小学校,中央小学校,常盤町48-1,3.0,36.328226,138.999259
10202,16,16001,小学校,中居小学校,中居町3-28,3.0,36.316504,139.041258
10202,16,16001,小学校,中川小学校,小八木町1860-1,3.0,36.364639,139.015674
10202,16,16001,小学校,長野小学校,南新波町77,3.0,36.363721,138.971594
10202,16,16001,小学校,塚沢小学校,飯玉町134-1,3.0,36.340142,139.016869
10202,16,16001,小学校,堤ケ岡小学校,棟高町2227,3.0,36.378942690755125,139.00216083962627
10202,16,16001,小学校,東小学校,弓町121-1,3.0,36.329504,139.010064
10202,16,16001,小学校,東部小学校,上大類町1372,3.0,36.342253,139.031035
10202,16,16001,小学校,南小学校,八島町70-1,3.0,36.321448,139.009759
10202,16,16001,小学校,南八幡小学校,山名町24,3.0,36.281061,139.039119
10202,16,16001,小学校,南陽台小学校,吉井町南陽台3-16-1,3.0,36.27357293383793,139.00055314340202
10202,16,16001,小学校,入野小学校,吉井町小串130,3.0,36.25607566786605,139.01420188396267
10202,16,16001,小学校,馬庭小学校,吉井町馬庭1033-1,3.0,36.26681809127205,139.01308037547673
10202,16,16001,小学校,八幡小学校,八幡町179-1,3.0,36.336168,138.951624
10202,16,16001,小学校,鼻高小学校,鼻高町58-2,3.0,36.332363,138.939459
10202,16,16001,小学校,浜尻小学校,浜尻町210-1,3.0,36.350502,139.014341
10202,16,16001,小学校,片岡小学校,片岡町2-12-1,3.0,36.315615,138.99776
10202,16,16001,小学校,豊岡小学校,中豊岡町24,3.0,36.33467946755823,138.97487216037374
10202,16,16001,小学校,北小学校,請地町20-2,3.0,36.333031,139.002287
10202,16,16001,小学校,北部小学校,下小塙町719-1,3.0,36.351167,138.973844
10202,16,16001,小学校,箕郷東小学校,箕郷町生原922,3.0,36.401605,138.968593
10202,16,16001,小学校,箕輪小学校,箕郷町西明屋196-1,3.0,36.398805,138.954676
10202,16,16001,小学校,矢中小学校,矢中町160-1,3.0,36.310643,139.048534
10202,16,16001,小学校,六郷小学校,筑縄町32-2,3.0,36.353334,138.987426
10202,16,99999,小学校,桜山小学校,棟高町2489-1,3.0,36.372491940681535,139.0064032900934
10202,16,99999,小学校,倉渕小学校,倉渕町権田314-1,3.0,36.44704460650518,138.77258718773837
10202,16,16002,中学校,吉井西中学校,吉井町本郷45,3.0,36.258684287505886,138.97175739244847
10202,16,16002,中学校,吉井中央中学校,吉井町吉井川581,3.0,36.24886,138.98901034811215
10202,16,16002,中学校,群馬中央中学校,金古町352-1,3.0,36.40291953181129,139.00379289764493
10202,16,16002,中学校,群馬南中学校,三ツ寺町712,3.0,36.373753,138.994959
10202,16,16002,中学校,高松中学校,高松町5-3,3.0,36.326281,139.00187
10202,16,16002,中学校,高南中学校,上滝町1032-2,3.0,36.322005,139.070726
10202,16,16002,中学校,佐野中学校,上中居町345,3.0,36.316643,139.025259
10202,16,16002,中学校,寺尾中学校,寺尾町2710,3.0,36.303282,139.009649
10202,16,16002,中学校,新町中学校,新町361-1,3.0,36.275847,139.112431
10202,16,16002,中学校,榛名中学校,上里見430,3.0,36.380412,138.893101
10202,16,16002,中学校,倉賀野中学校,倉賀野町1270,3.0,36.294977,139.042729
10202,16,16002,中学校,倉渕中学校,倉渕町岩氷215-1,3.0,36.4301769859269,138.78478904433638
10202,16,16002,中学校,大類中学校,南大類町1455,3.0,36.329504,139.035564
10202,16,16002,中学校,第一中学校,上和田町16-1,3.0,36.333225,138.997065
10202,16,16002,中学校,中尾中学校,中尾町791,3.0,36.361862,139.027951
10202,16,16002,中学校,長野郷中学校,上小塙町325-1,3.0,36.357555,138.973316
10202,16,16002,中学校,塚沢中学校,飯玉町109,3.0,36.339225,139.016758
10202,16,16002,中学校,南八幡中学校,山名町30-1,3.0,36.281053,139.038025
10202,16,16002,中学校,入野中学校,吉井町石神321,3.0,36.250748,139.004432
10202,16,16002,中学校,八幡中学校,八幡町1300-1,3.0,36.344167,138.943542
10202,16,16002,中学校,並榎中学校,並榎町60,3.0,36.342446,138.994204
10202,16,16002,中学校,片岡中学校,片岡町1-14-1,3.0,36.320004,138.993955
10202,16,16002,中学校,豊岡中学校,中豊岡町350-2,3.0,36.336613,138.969511
10202,16,16002,中学校,箕郷中学校,箕郷町生原654,3.0,36.396015,138.964004
10202,16,16002,中学校,矢中中学校,矢中町700-1,3.0,36.309144,139.056756
10202,16,16003,中等教育学校,中央中等教育学校,新保田中町184,2.0,36.356787,139.046323
10202,16,16004,高等学校,学芸館高等学校,高松町14-2,4.0,36.323759,138.99994
10202,16,16004,高等学校,吉井高等学校,吉井町馬庭1478-1,2.0,36.259924,139.012622
10202,16,16004,高等学校,高崎経済大学附属高等学校,浜川町1650-1,3.0,36.36186,138.990731
10202,16,16004,高等学校,高崎健康福祉大学高崎高等学校,中大類町531,4.0,36.322922,139.060839
10202,16,16004,高等学校,高崎工業高等学校,江木町700,2.0,36.336309,139.018647
10202,16,16004,高等学校,高崎高等学校,八千代町2-4-1,2.0,36.319087,138.986927
10202,16,16004,高等学校,高崎女子高等学校,稲荷町20,2.0,36.338975,139.018119
10202,16,16004,高等学校,高崎商科大学附属高等学校,大橋町237-1,4.0,36.337947,138.999064
10202,16,16004,高等学校,高崎商業高等学校,東貝沢町3-4,2.0,36.347419,139.033951
10202,16,16004,高等学校,高崎東高等学校,元島名町1510,2.0,36.323561,139.06631
10202,16,16004,高等学校,高崎北高等学校,井出町1080,2.0,36.371887,138.984852
10202,16,16004,高等学校,榛名高等学校,下室田町953,2.0,36.38258602777253,138.8835317405606
10202,16,16004,高等学校,東京農業大学第二高等学校,石原町3430,4.0,36.301004,139.001455
10202,16,16004,高等学校,明和県央高等学校,金古町28,4.0,36.404435,139.005797
10202,16,16006,短期大学,育英短期大学,京目町1656-1,4.0,36.349475,139.050811
10202,16,16006,短期大学,高崎健康福祉大学短期大学部,中大類町37-1,4.0,36.32416567055292,139.0559231811595
10202,16,16006,短期大学,高崎商科大学短期大学部,根小屋町741,4.0,36.285589,139.033953
10202,16,16006,短期大学,新島学園短期大学,昭和町53,4.0,36.337308,139.004953
10202,16,16007,大学,群馬パース大学,問屋町1-7-1,4.0,36.34923860811558,139.0087670580187
10202,16,16007,大学,高崎経済大学,上並榎町1300,3.0,36.345751,138.977399
10202,16,16007,大学,高崎健康福祉大学,中大類町37-1,4.0,36.324644403083504,139.05498434811213
10202,16,16007,大学,高崎商科大学,根小屋町741,4.0,36.28587,139.034167
10202,16,16007,大学,上武大学,新町270-1,4.0,36.279884,139.116239
10202,16,16010,特別支援学校,みやま養護学校,乗附町3947,2.0,36.316309,138.953958
10202,16,16010,特別支援学校,高崎高等養護学校,柴崎町1838-2,2.0,36.3117,139.059894
10202,16,16010,特別支援学校,二葉高等養護学校,足門110,2.0,36.399876,138.982326
10202,16,16010,特別支援学校,二葉養護学校,足門120,2.0,36.400883,138.982231
10202,16,16010,特別支援学校,養護学校,下滝町772-1,3.0,36.312589,139.084698
10203,16,16001,小学校,境野小学校,境野町6-1616-1,3.0,36.384448,139.353528
10203,16,16001,小学校,広沢小学校,広沢町4-2044-2,3.0,36.381032,139.338668
10203,16,16001,小学校,黒保根小学校,黒保根町水沼400,3.0,36.506642,139.28511
10203,16,16001,小学校,桜木小学校,相生町1-383,3.0,36.398946,139.31953
10203,16,16001,小学校,新里中央小学校,新里町小林甲60,3.0,36.421757,139.237559
10203,16,16001,小学校,新里東小学校,新里町新川2072,3.0,36.421332,139.257314
10203,16,16001,小学校,新里北小学校,新里町大久保302,3.0,36.450355,139.23276
10203,16,16001,小学校,神明小学校,広沢町2-3242-1,3.0,36.389031,139.321836
10203,16,16001,小学校,西小学校,小曾根町1-9,3.0,36.414424,139.337208
10203,16,16001,小学校,相生小学校,相生町2-420,3.0,36.413472,139.309587
10203,16,16001,小学校,天沼小学校,相生町5-713-1,3.0,36.408056,139.295477
10203,16,16001,小学校,東小学校,仲町2-4-21,3.0,36.410251,139.342639
10203,16,16001,小学校,南小学校,新宿2-7-1,3.0,36.399891,139.339167
10203,16,16001,小学校,梅田南小学校,梅田町2-179,3.0,36.452357,139.380217
10203,16,16001,小学校,菱小学校,菱町2-1919-1,3.0,36.412973,139.356749
10203,16,16001,小学校,北小学校,西久方町2-1-5,3.0,36.418028,139.341167
10203,16,99999,小学校,川内小学校,川内町3-572,3.0,36.432713316049444,139.30538469622422
10203,16,16002,中学校,清流中学校,東3-7-1,3.0,36.410195,139.350416
10203,16,16002,中学校,中央中学校,美原町2-15,3.0,36.406612,139.329029
10203,16,16002,中学校,境野中学校,境野町6-1673,3.0,36.383281,139.354028
10203,16,16002,中学校,広沢中学校,広沢町4-1864-2,3.0,36.380393,139.340529
10203,16,16002,中学校,黒保根中学校,黒保根町水沼342-7,3.0,36.506121,139.28179
10203,16,16002,中学校,桜木中学校,広沢町1-2874,3.0,36.39428,139.324169
10203,16,16002,中学校,樹徳中学校,稲荷町4-12,4.0,36.407584,139.332168
10203,16,16002,中学校,新里中学校,新里町山上827,3.0,36.429221,139.238243
10203,16,16002,中学校,川内中学校,川内町5-358,3.0,36.439247,139.307253
10203,16,16002,中学校,相生中学校,相生町5-247,3.0,36.409084,139.299782
10203,16,16002,中学校,梅田中学校,梅田町2甲382,3.0,36.455999,139.383247
10203,16,99999,中学校,桐生大学附属中学校,小會根町9-17,4.0,36.41374712725684,139.334933
10203,16,16004,高等学校,桐生工業高等学校,西久方町1-1-41,2.0,36.422444,139.345527
10203,16,16004,高等学校,桐生高等学校,美原町1-39,2.0,36.409195,139.329668
10203,16,16004,高等学校,桐生女子高等学校,梅田町1-185-1,2.0,36.434415,139.356998
10203,16,16004,高等学校,桐生西高等学校,相生町3-551-1,2.0,36.425359,139.302004
10203,16,16004,高等学校,桐生第一高等学校,小曾根町1-5,4.0,36.415335,139.337354
10203,16,16004,高等学校,桐生南高等学校,広沢町3-4193,2.0,36.386559,139.316448
10203,16,16004,高等学校,樹徳高等学校,錦町1-1-20,4.0,36.407779,139.334112
10203,16,16004,高等学校,商業高等学校,清瀬町6-1,3.0,36.408223,139.325307
10203,16,16007,大学,群馬大学,天神町1-5-1,1.0,36.423277,139.34861
10203,16,16010,特別支援学校,あさひ養護学校,広沢町間ノ島440,2.0,36.392558,139.333529
10203,16,16010,特別支援学校,赤城養護学校桐生分校,織姫町6-3,2.0,36.406418,139.327446
10203,16,16010,特別支援学校,特別支援学校,菱町2-1955-1,3.0,36.414087,139.35691
10204,16,16001,小学校,あずま小学校,東町2770,3.0,36.344855,139.241612
10204,16,16001,小学校,あずま南小学校,三室町4290,3.0,36.328667,139.243957
10204,16,16001,小学校,あずま北小学校,国定町2-1627,3.0,36.359349,139.245957
10204,16,16001,小学校,宮郷小学校,田中島町1475-4,3.0,36.31956142477685,139.16360443678488
10204,16,16001,小学校,宮郷第二小学校,連取町3069-1,3.0,36.317251,139.1758
10204,16,16001,小学校,境剛志小学校,境下武士831,3.0,36.275513,139.236597
10204,16,16001,小学校,境采女小学校,境下渕名2020,3.0,36.300316,139.238596
10204,16,16001,小学校,境小学校,境515,3.0,36.272791,139.252485
10204,16,16001,小学校,境島小学校,境島村1968-40,3.0,36.248405,139.241376
10204,16,16001,小学校,境東小学校,境米岡253-2,3.0,36.26757,139.261457
10204,16,16001,小学校,広瀬小学校,新栄町4074-1,3.0,36.303036,139.192323
10204,16,16001,小学校,坂東小学校,除ケ町422,3.0,36.279928,139.189797
10204,16,16001,小学校,三郷小学校,波志江町1620,3.0,36.343281,139.184184
10204,16,16001,小学校,殖蓮小学校,上植木本町2763,3.0,36.3337,139.211681
10204,16,16001,小学校,殖蓮第二小学校,下植木町1203,3.0,36.323368,139.215153
10204,16,16001,小学校,赤堀小学校,西久保町1-72,3.0,36.379313,139.228284
10204,16,16001,小学校,赤堀東小学校,香林町1-260-2,3.0,36.385128,139.246397
10204,16,16001,小学校,赤堀南小学校,堀下町264-1,3.0,36.3669,139.212563
10204,16,16001,小学校,南小学校,上泉町310,3.0,36.313535,139.194628
10204,16,16001,小学校,豊受小学校,馬見塚町1130,3.0,36.274457,139.211239
10204,16,16001,小学校,北小学校,曲輪町28-24,3.0,36.322922,139.190822
10204,16,16001,小学校,北第二小学校,宗高町125,3.0,36.3287,139.200349
10204,16,16001,小学校,名和小学校,堀口町502-1,3.0,36.290232,139.181103
10204,16,16001,小学校,茂呂小学校,茂呂町2-2169-1,3.0,36.302887,139.208122
10204,16,16002,中学校,あずま中学校,東町2707-2,3.0,36.343726,139.242931
10204,16,16002,中学校,宮郷中学校,田中島町1065,3.0,36.322145,139.156799
10204,16,16002,中学校,境西中学校,境下武士872-2,3.0,36.27668,139.235597
10204,16,16002,中学校,境南中学校,境188,3.0,36.267375,139.255402
10204,16,16002,中学校,境北中学校,境下渕名2011-1,3.0,36.299288,139.238707
10204,16,16002,中学校,殖蓮中学校,上植木本町2152-2,3.0,36.330533,139.214069
10204,16,16002,中学校,赤堀中学校,西久保町2-398,3.0,36.379096,139.229602
10204,16,16002,中学校,第一中学校,茂呂町1-24-1,3.0,36.30727,139.195916
10204,16,16002,中学校,第三中学校,波志江町1903-1,3.0,36.343226,139.190044
10204,16,16002,中学校,第四中学校,下道寺町26,3.0,36.278373,139.204295
10204,16,16002,中学校,第二中学校,堀口町237-1,3.0,36.290788,139.186047
10204,16,16004,高等学校,伊勢崎興陽高等学校,上泉町212,2.0,36.313285,139.192378
10204,16,16004,高等学校,伊勢崎工業高等学校,中央町3-8,2.0,36.321839,139.20171
10204,16,16004,高等学校,伊勢崎高等学校,上植木本町1702-1,3.0,36.332227,139.208237
10204,16,16004,高等学校,伊勢崎商業高等学校,波志江町1116,2.0,36.340226,139.181545
10204,16,16004,高等学校,伊勢崎清明高等学校,今泉町2-331-6,2.0,36.310841,139.195267
10204,16,16004,高等学校,群馬県立伊勢崎高等学校,南千木町1670,2.0,36.296682,139.216568
10204,16,16006,短期大学,東京福祉大学短期大学部,山王町2020-1,4.0,36.28683,139.192939
10204,16,16007,大学,上武大学,戸谷塚町634-1,4.0,36.278627,139.177121
10204,16,16007,大学,東京福祉大学,山王町2020-1,4.0,36.286049,139.193573
10204,16,16010,特別支援学校,伊勢崎特別支援学校,粕川町1003,3.0,36.308536,139.21632
10204,16,16010,特別支援学校,赤城養護学校伊勢崎分校,連取本町12-1,2.0,36.322508,139.178584
10204,16,99999,特別支援学校,前橋高等養護学校伊勢崎分校,境492,2.0,36.27121393190008,139.2538719830283
10205,16,16001,小学校,ぐんま国際アカデミー初等部,西本町69-1,4.0,36.292214,139.360208
10205,16,16001,小学校,旭小学校,東矢島町1249,3.0,36.272469,139.38589
10205,16,16001,小学校,休泊小学校,龍舞町3816-3,3.0,36.283275,139.416453
10205,16,16001,小学校,強戸小学校,天良町858-2,3.0,36.333203,139.337948
10205,16,16001,小学校,九合小学校,飯塚町1534,3.0,36.282375,139.384556
10205,16,16001,小学校,駒形小学校,植木野町7,3.0,36.31361,139.414646
10205,16,16001,小学校,城西小学校,新野町127,3.0,36.308185,139.347806
10205,16,16001,小学校,世良田小学校,世良田町3113-7,3.0,36.261444,139.276428
10205,16,16001,小学校,生品小学校,新田村田町1365,3.0,36.315302,139.313971
10205,16,16001,小学校,太田小学校,本町31-1,3.0,36.298235,139.372945
10205,16,16001,小学校,太田東小学校,東本町53-30,3.0,36.301846,139.380111
10205,16,16001,小学校,沢野小学校,福沢町226-1,3.0,36.266932,139.355947
10205,16,16001,小学校,沢野中央小学校,富沢町73,3.0,36.263745,139.358304
10205,16,16001,小学校,中央小学校,飯田町1166,3.0,36.290458,139.381695
10205,16,16001,小学校,鳥之郷小学校,鶴生田町83-2,3.0,36.3172937966431,139.35725398631766
10205,16,16001,小学校,南小学校,高林東町1372,3.0,36.255711,139.376585
10205,16,16001,小学校,韮川小学校,台之郷町999,3.0,36.303976,139.403514
10205,16,16001,小学校,韮川西小学校,安良岡町51,3.0,36.306234,139.39511
10205,16,16001,小学校,尾島小学校,亀岡町甲61-2,3.0,36.257278,139.319636
10205,16,16001,小学校,宝泉小学校,由良町1738-1,3.0,36.288352,139.335942
10205,16,16001,小学校,宝泉東小学校,藤久良町1,3.0,36.293402,139.353169
10205,16,16001,小学校,宝泉南小学校,中根町261-1,3.0,36.273683,139.325299
10205,16,16001,小学校,綿打小学校,新田上田中町795-3,3.0,36.30827,139.278134
10205,16,16001,小学校,毛里田小学校,只上町970-1,3.0,36.337219,139.390381
10205,16,16001,小学校,木崎小学校,新田木崎町1121,3.0,36.280973,139.304598
10205,16,16001,小学校,藪塚本町小学校,藪塚町1741,3.0,36.359265,139.298639
10205,16,16001,小学校,藪塚本町南小学校,大原町2201-1,3.0,36.344248,139.282674
10205,16,16002,中学校,旭中学校,東矢島町1082,3.0,36.273119,139.381788
10205,16,16002,中学校,休泊中学校,龍舞町3867-2,3.0,36.283145,139.412352
10205,16,16002,中学校,強戸中学校,天良町72-3,3.0,36.332878,139.335453
10205,16,16002,中学校,城西中学校,新野町74,3.0,36.304713,139.349466
10205,16,16002,中学校,城東中学校,韮川町1,3.0,36.312438,139.4041
10205,16,16002,中学校,生品中学校,新田市野井町121,3.0,36.314955,139.3107
10205,16,16002,中学校,西中学校,八幡町24-1,3.0,36.300179,139.366335
10205,16,16002,中学校,東中学校,飯塚町80,3.0,36.276959,139.380473
10205,16,16002,中学校,南中学校,高林北町955-1,3.0,36.262016,139.363669
10205,16,16002,中学校,尾島中学校,亀岡町584-1,3.0,36.254414,139.312167
10205,16,16002,中学校,宝泉中学校,宝町735,3.0,36.285458,139.329588
10205,16,16002,中学校,北中学校,熊野町2-1,3.0,36.303679,139.385139
10205,16,16002,中学校,綿打中学校,新田上田中町182-1,3.0,36.29933,139.27628
10205,16,16002,中学校,毛里田中学校,矢田堀町242-2,3.0,36.336785,139.384864
10205,16,16002,中学校,木崎中学校,新田木崎町301,3.0,36.273683,139.303133
10205,16,16002,中学校,藪塚本町中学校,大原町695,3.0,36.358614,139.294928
10205,16,99999,中学校,太田中学校,細谷町1510,3.0,36.28155712573902,139.35293931910277
10205,16,99999,中学校,ぐんま国際アカデミー中等部,内ケ島町1361-4,4.0,36.291779789331756,139.39696817405607
10205,16,16004,高等学校,常磐高等学校,飯塚町141-1,4.0,36.279126,139.381862
10205,16,16004,高等学校,新田暁高等学校,新田大根町999,2.0,36.315778,139.27955
10205,16,16004,高等学校,太田フレックス高等学校,下田島町1243-1,2.0,36.264786,139.315632
10205,16,16004,高等学校,太田工業高等学校,茂木町380,2.0,36.295253,139.416941
10205,16,16004,高等学校,太田高等学校,西本町12-2,2.0,36.293818,139.36589
10205,16,16004,高等学校,太田市立商業高等学校,細谷町1510,3.0,36.280497,139.353128
10205,16,16004,高等学校,太田女子高等学校,八幡町16-7,2.0,36.298207,139.364557
10205,16,16004,高等学校,太田東高等学校,台之郷町448,2.0,36.305972,139.413523
10205,16,99999,高等学校,ぐんま国際アカデミー高等部,内ケ島1361-4,4.0,36.291779789331756,139.39696817405607
10205,16,16007,大学,関東学園大学,藤阿久町200,4.0,36.285401,139.355179
10205,16,16010,特別支援学校,太田高等養護学校,藤阿久町12-1,2.0,36.282986,139.358002
10205,16,16010,特別支援学校,太田養護学校,藤阿久町26-1,3.0,36.28443,139.358697
10206,16,16001,小学校,升形小学校,栄町141,3.0,36.632914,139.048189
10206,16,16001,小学校,沼田小学校,西倉内町746,3.0,36.646745,139.042328
10206,16,16001,小学校,沼田東小学校,東原新町1801-1,3.0,36.649718,139.062187
10206,16,16001,小学校,沼田北小学校,高橋場町4898,3.0,36.656439,139.064686
10206,16,16001,小学校,川田小学校,下川田町540,3.0,36.629997,139.032579
10206,16,16001,小学校,多那小学校,利根町多那732,3.0,36.637831,139.145814
10206,16,16001,小学校,池田小学校,発知新田町533,3.0,36.696296,139.063129
10206,16,16001,小学校,白沢小学校,白沢町高平94-1,3.0,36.663913,139.134926
10206,16,16001,小学校,薄根小学校,善桂寺町32,3.0,36.66216,139.037189
10206,16,16001,小学校,平川小学校,利根町平川839,3.0,36.722199,139.222804
10206,16,16001,小学校,利根西小学校,利根町大原1025,3.0,36.675606,139.201172
10206,16,16001,小学校,利根東小学校,利根町追貝93,3.0,36.700215,139.209225
10206,16,16001,小学校,利南東小学校,上久屋町2135,3.0,36.657328,139.089434
10206,16,16002,中学校,沼田西中学校,薄根町3580,3.0,36.637191,139.033495
10206,16,16002,中学校,沼田中学校,東原新町1801-1,3.0,36.649746,139.060659
10206,16,16002,中学校,沼田東中学校,横塚町1118,3.0,36.664855,139.087101
10206,16,16002,中学校,沼田南中学校,戸鹿野町726,3.0,36.628977,139.044798
10206,16,16002,中学校,多那中学校,利根町多那732,3.0,36.637831,139.145814
10206,16,16002,中学校,池田中学校,発知新田町533,3.0,36.696851,139.062851
10206,16,16002,中学校,白沢中学校,白沢町高平75-1,3.0,36.663783,139.133803
10206,16,16002,中学校,薄根中学校,善桂寺町40,3.0,36.662827,139.038383
10206,16,16002,中学校,利根中学校,利根町追貝334,3.0,36.698187,139.21217
10206,16,16004,高等学校,沼田高等学校,西原新町1510,2.0,36.645662,139.052577
10206,16,16004,高等学校,沼田女子高等学校,東倉内町753-3,2.0,36.647523,139.04455
10206,16,16004,高等学校,尾瀬高等学校,利根町平川1406,2.0,36.731073,139.224305
10206,16,16004,高等学校,利根実業高等学校,栄町165-2,2.0,36.634497,139.046411
10206,16,16010,特別支援学校,榛名養護学校沼田分校,東原新町1801-1,2.0,36.650242,139.062325
10207,16,16001,小学校,第一小学校,代官町9-1,3.0,36.253105,139.533821
10207,16,16001,小学校,第九小学校,足次町172,3.0,36.264103,139.535793
10207,16,16001,小学校,第五小学校,羽附町乙1565,3.0,36.232498,139.561347
10207,16,16001,小学校,第三小学校,尾曳町14-1,3.0,36.247829,139.54632
10207,16,16001,小学校,第四小学校,大島町4355,3.0,36.263133,139.581039
10207,16,16001,小学校,第七小学校,上三林町599,3.0,36.218385,139.487965
10207,16,16001,小学校,第十小学校,近藤町178-39,3.0,36.241605,139.507462
10207,16,16001,小学校,第二小学校,本町3-6-1,3.0,36.245134,139.536737
10207,16,16001,小学校,第八小学校,西高根町45-1,3.0,36.262742,139.512128
10207,16,16001,小学校,第六小学校,新宿2-15-1,3.0,36.23746,139.524786
10207,16,16001,小学校,美園小学校,美園町27-1,3.0,36.231858,139.531932
10207,16,16002,中学校,多々良中学校,西高根町50-23,3.0,36.260686,139.509045
10207,16,16002,中学校,第一中学校,台宿町9-1,3.0,36.255716,139.532904
10207,16,16002,中学校,第三中学校,青柳町1751-78,3.0,36.224997,139.514712
10207,16,16002,中学校,第四中学校,上赤生田町3471-1,3.0,36.227414,139.543987
10207,16,16002,中学校,第二中学校,加法師町8-20,3.0,36.250217,139.550625
10207,16,16004,高等学校,関東学園大学附属高等学校,大谷町625,4.0,36.244716,139.499157
10207,16,16004,高等学校,館林高等学校,富士原町1241,2.0,36.241828,139.51335
10207,16,16004,高等学校,館林女子高等学校,尾曳町6-1,2.0,36.245662,139.544042
10207,16,16006,短期大学,関東短期大学,大谷町625,4.0,36.245174,139.498966
10207,16,16010,特別支援学校,養護学校,上三林町579,3.0,36.218718,139.485465
10207,16,99999,特別支援学校,館林高等特別支援学校,上三林町197,2.0,36.2187193933744,139.48544840284134
10208,16,16001,小学校,伊香保小学校,伊香保町伊香保322-1,3.0,36.503901,138.924843
10208,16,16001,小学校,橘小学校,北橘町真壁524,3.0,36.479687,139.043583
10208,16,16001,小学校,橘北小学校,北橘町八崎995,3.0,36.489538,139.023076
10208,16,16001,小学校,金島小学校,金井2310,3.0,36.519842,138.981115
10208,16,16001,小学校,古巻小学校,八木原852,3.0,36.464625,139.014142
10208,16,16001,小学校,三原田小学校,赤城町上三原田851-1,3.0,36.509936,139.045389
10208,16,16001,小学校,渋川西小学校,金井2817,3.0,36.503843,138.986698
10208,16,16001,小学校,渋川南小学校,渋川2573-1,3.0,36.494173223053735,138.99892957689744
10208,16,16001,小学校,渋川北小学校,渋川681-2,3.0,36.50060743616883,139.00068908867277
10208,16,16001,小学校,小野上小学校,村上3767-1,3.0,36.548116,138.939312
10208,16,16001,小学校,上白井小学校,上白井1787,3.0,36.556866,139.035443
10208,16,16001,小学校,中郷小学校,中郷2626,3.0,36.53373,139.011112
10208,16,16001,小学校,長尾小学校,北牧85,3.0,36.524119,138.998336
10208,16,16001,小学校,津久田小学校,赤城町津久田1905,3.0,36.547215,139.044411
10208,16,16001,小学校,刀川小学校,赤城町見立299,3.0,36.517183,139.033573
10208,16,16001,小学校,南雲小学校,赤城町長井小川田1435,3.0,36.563359,139.068578
10208,16,16001,小学校,豊秋小学校,石原1001,3.0,36.485179,139.000559
10208,16,16002,中学校,伊香保中学校,伊香保町伊香保544-16,3.0,36.50095,138.931092
10208,16,16002,中学校,金島中学校,金井2007-1,3.0,36.520397,138.982893
10208,16,16002,中学校,古巻中学校,有馬753,3.0,36.463848,139.009809
10208,16,16002,中学校,子持中学校,中郷2258-3,3.0,36.529841,139.004391
10208,16,16002,中学校,渋川中学校,渋川2555-2,3.0,36.491881,138.999982
10208,16,16002,中学校,渋川北中学校,金井1044,3.0,36.504621,138.999058
10208,16,16002,中学校,小野上中学校,村上3788-1,3.0,36.54815517049891,138.93654020471013
10208,16,16002,中学校,赤城南中学校,赤城町滝沢191-1,3.0,36.517343,139.047471
10208,16,16002,中学校,赤城北中学校,赤城町津久田2280,3.0,36.552672,139.046914
10208,16,16002,中学校,北橘中学校,北橘町真壁46,3.0,36.487412,139.040653
10208,16,16004,高等学校,渋川工業高等学校,渋川8-1,2.0,36.503338,138.99134
10208,16,16004,高等学校,渋川高等学校,渋川678-3,2.0,36.50115241376003,138.9985273908038
10208,16,16004,高等学校,渋川女子高等学校,上郷2684,2.0,36.494572,138.997102
